day;edam_ecne_eplu;edam_ecne_eplu_diff;edam_ecor_emcn;edam_ecor_emcn_diff;edam_emsg_eplu;edam_emsg_eplu_diff;edam_epdn_ecne;edam_epdn_ecne_diff;edam_epdn_emcn;edam_epdn_emcn_diff;eint_ecpn_emgl;eint_ecpn_emgl_diff;eint_esln_emgl;eint_esln_emgl_diff;eint_esln_espc;eint_esln_espc_diff;emeg_ecpn_emgl;emeg_ecpn_emgl_diff;emfn_ecor_ecri;emfn_ecor_ecri_diff;emfn_ecor_emcn;emfn_ecor_emcn_diff;emfn_emcn_epdn;emfn_emcn_epdn_diff;epdn_ecne_ecpn;epdn_ecne_ecpn_diff;epdn_eint_ecpn;epdn_eint_ecpn_diff;epdn_eint_espc;epdn_eint_espc_diff;epdn_emfn_espc;epdn_emfn_espc_diff;eplu_ecne_ecpn;eplu_ecne_ecpn_diff;eplu_emeg_ecpn;eplu_emeg_ecpn_diff;eplu_emeg_emal;eplu_emeg_emal_diff;eplu_emsg_emal;eplu_emsg_emal_diff
26/12/2018;26,796;19,852;4,243;-2,875;-1,323;-1,188;-47,362;38,28;-30,052;-21,794;6,266;8,048;-12,62;-10,536;0,172;-1,636;-24,293;-16,517;-5,197;1,731;-2,072;2,079;-22,145;-15,123;8,419;-5,678;131,874;97,314;71,097;54,307;14,632;13,281;26,896;19,006;5,502;4,261;-4,714;-3,867;-5,889;-4,373
27/12/2018;34,703;17,038;2,98;-2,71;-1,841;-1,137;-32,593;32,344;-38,747;-18,774;9,969;7,725;-16,844;-9,368;-0,247;-1,175;-30,514;-13,723;-4,009;2,305;-1,024;2,126;-27,886;-12,557;6,037;-5,213;170,362;83,704;93,137;47,545;20,14;11,823;34,427;16,268;7,251;3,756;-6,087;-3,198;-7,678;-3,829
28/12/2018;41,237;14,441;1,914;-2,329;-2,285;-0,962;-20,236;27,126;-45,811;-15,759;13,296;7,03;-20,377;-7,757;-0,395;-0,567;-35,629;-11,336;-2,924;2,273;-0,159;1,913;-32,526;-10,381;3,793;-4,626;202,669;70,795;111,664;40,567;24,772;10,14;40,469;13,573;8,564;3,062;-7,308;-2,594;-9,115;-3,226
29/12/2018;46,648;11,945;1,042;-1,938;-2,624;-0,783;-10,112;22,481;-51,588;-12,841;15,941;5,972;-23,163;-6,319;-0,338;-0,091;-39,818;-9,304;-1,902;2,107;0,601;1,625;-36,268;-8,382;1,796;-4,241;228,814;58,452;126,94;33,803;28,596;8,456;45,378;10,951;9,544;2,293;-8,308;-2,221;-10,314;-2,636
30/12/2018;51,011;9,774;0,334;-1,58;-2,933;-0,648;-2,061;18,175;-56,003;-10,192;18,134;4,838;-25,262;-4,885;-0,367;0,028;-42,965;-7,336;-1,041;1,883;1,095;1,254;-39,234;-6,708;0,172;-3,621;249,625;46,956;138,75;27,086;31,715;6,943;49,406;8,937;10,463;1,899;-9,039;-1,731;-11,262;-2,147
31/12/2018;53,756;7,108;-0,377;-1,419;-3,27;-0,646;4,384;14,496;-59,262;-7,674;19,876;3,935;-27,19;-4,027;-0,987;-0,649;-45,699;-5,881;-0,399;1,503;1,388;0,787;-41,335;-5,067;-1,729;-3,525;266,032;37,218;147,428;20,488;33,986;5,39;51,764;6,386;11,166;1,622;-9,785;-1,477;-12,115;-1,801
01/01/2019;55,238;4,227;-0,714;-1,048;-3,092;-0,159;9,387;11,448;-61,901;-5,898;21,223;3,089;-28,725;-3,463;-1,169;-0,802;-47,71;-4,745;0,419;1,46;1,731;0,636;-42,977;-3,743;-3,649;-3,821;278,256;28,631;154,367;15,617;35,955;4,24;52,502;3,096;12,174;1,711;-9,319;-0,28;-12,308;-1,046
02/01/2019;57,01;3,254;-1,097;-0,72;-3,079;0,191;12,944;8,56;-63,479;-4,217;22,371;2,495;-29,715;-2,525;-1,17;-0,183;-48,748;-3,049;0,974;1,373;1,821;0,433;-44,034;-2,699;-4,406;-2,677;287,119;21,087;159,415;11,987;37,186;3,2;53,982;2,218;12,665;1,499;-9,529;0,256;-12,668;-0,553
03/01/2019;57,748;2,51;-1,25;-0,536;-3,165;-0,073;15,678;6,291;-63,922;-2,021;23,719;2,496;-30,199;-1,474;-1,747;-0,578;-49,237;-1,527;1,213;0,794;1,58;-0,151;-44,561;-1,584;-4,928;-1,279;293,361;15,105;161,605;7,238;37,955;2;54,5;1,998;13,175;1,001;-9,554;-0,235;-12,936;-0,628
04/01/2019;57,85884615;0,84884615;-1,228;-0,131;-3,307;-0,228;15,76376923;2,81976923;-64,459;-0,98;24,787;2,416;-30,148;-0,433;-1,612;-0,442;-49,552;-0,804;1,47;0,496;1,509;-0,312;-45,133;-1,099;-4,871384615;-0,465384615;297,111;9,992;163,101;3,686;38,543;1,357;54,63207692;0,65007692;13,444;0,779;-9,6275;-0,0985;-12,976;-0,308
05/01/2019;57,96969231;0,22169231;-1,274;-0,024;-3,449;-0,284;15,84953846;0,17153846;-64,28108333;-0,35908333;25,546;1,827;-30,112;0,087;-1,866;-0,119;-49,487;-0,25;1,65;0,437;1,355;-0,225;-44,96475;-0,40375;-4,814769231;0,113230769;297,2608333;3,8998333;163,1210833;1,5160833;38,59041667;0,63541667;54,76415385;0,26415385;13,713;0,538;-9,701;-0,147;-13,016;-0,08
06/01/2019;58,08053846;0,22169231;-1,273;-0,045;-3,411;-0,104;15,93530769;0,17153846;-64,10316667;0,35583333;26,054;1,267;-29,814;0,334;-2,367;-0,755;-48,903;0,649;1,907;0,437;1,255;-0,254;-44,7965;0,3365;-4,758153846;0,113230769;297,4106667;0,2996667;163,1411667;0,0401667;38,63783333;0,09483333;54,89623077;0,26415385;14,076;0,632;-9,792;-0,1645;-13,011;-0,035
07/01/2019;58,19138462;0,22169231;-1,281;-0,007;-3,399;0,05;16,02107692;0,17153846;-63,92525;0,35583333;26,514;0,968;-29,371;0,741;-3,182;-1,316;-48,209;1,278;2,4345;0,7845;1,2685;-0,0865;-44,62825;0,3365;-4,701538462;0,113230769;297,5605;0,2996667;163,16125;0,0401667;38,68525;0,09483333;55,02830769;0,26415384;14,4;0,687;-9,858;-0,157;-13,064;-0,048
08/01/2019;58,30223077;0,22169231;-1,289;-0,016;-3,331;0,08;16,10684615;0,17153846;-63,74733333;0,35583334;26,322;0,268;-28,906;0,908;-2,499;-0,132;-47,625;1,278;2,962;1,055;1,282;0,027;-44,46;0,3365;-4,644923077;0,113230769;297,7103333;0,2996666;163,1813333;0,0401666;38,73266667;0,09483334;55,16038462;0,26415385;14,385;0,309;-9,73;0,062;-12,865;0,146
09/01/2019;58,41307692;0,2216923;-3,048;-1,767;-3,095;0,304;16,19261538;0,17153846;-63,56941667;0,35583333;26,682;0,168;-28,001;1,37;-1,648;1,534;-46,219;1,99;3,927;1,4925;-0,376;-1,6445;-44,29175;0,3365;-4,588307692;0,11323077;297,8601667;0,2996667;163,2014167;0,0401667;38,78008333;0,09483333;55,29246154;0,26415385;14,116;-0,284;-9,975;-0,117;-12,48;0,584
10/01/2019;58,52392308;0,22169231;-4,339;-3,05;-3,13;0,201;16,27838462;0,17153847;-63,3915;0,35583333;27,363;1,041;-26,986;1,92;-0,981;1,518;-45,398;2,227;4,916;1,954;-1,144;-2,426;-44,1235;0,3365;-4,531692308;0,113230769;298,01;0,2996667;163,2215;0,0401667;38,8275;0,09483333;55,42453846;0,26415384;13,44;-0,945;-9,713;0,017;-12,293;0,572
11/01/2019;58,63476923;0,22169231;-5,377;-2,329;-2,553;0,542;16,36415385;0,17153847;-63,21358333;0,35583334;29,028;2,346;-24,623;3,378;1,176;2,824;-43,378;2,841;6,263;2,336;-1,166;-0,79;-43,95525;0,3365;-4,475076923;0,113230769;298,1598333;0,2996666;163,2415833;0,0401666;38,87491667;0,09483334;55,55661538;0,26415384;12,604;-1,512;-9,414;0,561;-12,054;0,426
12/01/2019;58,74561538;0,2216923;-6,113;-1,774;-2,653;0,477;16,44992308;0,17153846;-63,03566667;0,35583333;29,076;1,713;-24,312;2,674;1,353;2,334;-42,795;2,603;6,99;2,074;-1,577;-0,433;-43,787;0,3365;-4,418461538;0,11323077;298,3096667;0,2996667;163,2616667;0,0401667;38,92233333;0,09483333;55,68869231;0,26415385;12,101;-1,339;-9,087;0,626;-11,972;0,321
13/01/2019;58,85646154;0,22169231;-6,3685;-0,9915;-2,686;-0,133;16,53569231;0,17153846;-62,85775;0,35583333;28,303;-0,725;-23,964;0,659;1,352;0,176;-42,462;0,916;7,199;0,936;-1,821;-0,655;-43,61875;0,3365;-4,361846154;0,113230769;298,4595;0,2996667;163,28175;0,0401667;38,96975;0,09483333;55,82076923;0,26415385;12,27;-0,334;-8,923;0,491;-11,729;0,325
14/01/2019;58,96730769;0,22169231;-6,624;-0,511;-2,817;-0,164;16,62146154;0,17153846;-62,67983333;0,35583334;27,856;-1,22;-23,86;0,452;1,227;-0,126;-42,094;0,701;7,408;0,418;-2,065;-0,488;-43,4505;0,3365;-4,305230769;0,113230769;298,6093333;0,2996666;163,3018333;0,0401666;39,01716667;0,09483334;55,95284615;0,26415384;12,507;0,406;-9,028;0,059;-11,611;0,361
15/01/2019;59,07815385;0,22169231;-7,065;-0,6965;-2,822;-0,136;16,70723077;0,17153846;-62,50191667;0,35583333;27,244;-1,059;-23,802;0,162;0,835;-0,517;-41,872;0,59;7,843;0,644;-2,428;-0,607;-43,28225;0,3365;-4,248615385;0,113230769;298,7591667;0,2996667;163,3219167;0,0401667;39,06458333;0,09483333;56,08492308;0,26415385;12,575;0,305;-9,027;-0,104;-11,398;0,331
16/01/2019;59,189;0,22169231;-7,458;-0,834;-2,742;0,075;16,793;0,17153846;-62,324;0,35583333;26,637;-1,219;-23,728;0,132;0,823;-0,404;-41,446;0,648;8,312;0,904;-2,622;-0,557;-43,114;0,3365;-4,192;0,113230769;298,909;0,2996667;163,342;0,0401667;39,112;0,09483333;56,217;0,26415385;12,818;0,311;-8,833;0,195;-11,193;0,418
17/01/2019;60,071;0,99284615;-7,84;-0,775;-2,579;0,243;17,404;0,69676923;-60,187;2,31491667;26,257;-0,987;-23,856;-0,054;0,675;-0,16;-40,986;0,886;8,777;0,934;-2,821;-0,393;-41,12;2,16225;-3,493;0,755615385;299,264;0,5048333;162,855;-0,4669167;39,406;0,34141667;57,222;1,13707692;12,932;0,357;-8,683;0,344;-11,064;0,334
18/01/2019;60,803;1,614;-8,304;-0,846;-2,532;0,21;16,264;-0,529;-57,445;4,879;25,928;-0,709;-24,181;-0,453;0,345;-0,478;-40,164;1,282;9,431;1,119;-3,139;-0,517;-38,815;4,299;-3,698;0,494;298,144;-0,765;161,307;-2,035;39,612;0,5;58,186;1,969;13,087;0,269;-8,617;0,216;-11,032;0,161
19/01/2019;61,379;1,308;-8,436;-0,596;-2,417;0,162;15,61;-1,794;-55,516;4,671;25,974;-0,283;-24,115;-0,259;0,222;-0,453;-40,0268;0,9592;9,66;0,883;-3,201;-0,38;-37,226;3,894;-3,218;0,275;296,379;-2,885;159,784;-3,071;39,562;0,156;58,962;1,74;13,197;0,265;-8,493;0,19;-10,928;0,136
20/01/2019;61,52;0,717;-8,482;-0,178;-2,331;0,201;14,368;-1,896;-53,603;3,842;26,02;0,092;-24,049;0,132;0,065;-0,28;-39,8896;0,2744;9,793;0,362;-3,23;-0,091;-35,719;3,096;-2,953;0,745;293,869;-4,275;157,831;-3,476;39,393;-0,219;59,317;1,131;13,311;0,224;-8,356;0,261;-10,83;0,202
21/01/2019;62,054;0,675;-8,012;0,424;-2,457;-0,04;12,822;-2,788;-52,38;3,136;26,066;0,092;-23,983;0,132;-0,241;-0,463;-39,7524;0,2744;10,137;0,477;-2,805;0,396;-34,613;2,613;-2,924;0,294;291,079;-5,3;155,298;-4,486;38,842;-0,72;59,982;1,02;13,495;0,298;-8,42;0,073;-10,868;0,06
22/01/2019;62,807;1,287;-7,194;1,288;-2,501;-0,17;12,058;-2,31;-50,04;3,563;26,112;0,092;-23,917;0,132;0,303;0,238;-39,6152;0,2744;10,797;1,004;-2,906;0,324;-33,637;2,082;-3,31;-0,357;288,374;-5,495;153,452;-4,379;38,548;-0,845;60,456;1,139;13,897;0,586;-9,383;-1,027;-11,226;-0,396
23/01/2019;62,7858;0,7318;-7,265;0,747;-2,4732;-0,0162;10,309;-2,513;-48,793;3,587;26,158;0,092;-23,851;0,132;0,37;0,611;-39,478;0,2744;10,866;0,729;-2,717;0,088;-32,441;2,172;-3,824;-0,9;285,234;-5,845;151,438;-3,86;38,237;-0,605;60,4707;0,4887;14,0092;0,5142;-9,2828;-0,8628;-11,1786;-0,3106
24/01/2019;62,7646;-0,0424;-7,38;-0,186;-2,4454;0,0556;9,222;-2,836;-48,004;2,036;26,862;0,75;-23,185;0,732;0,214;-0,089;-38,75;0,8652;10,897;0,1;-2,617;0,289;-31,573;2,064;-3,259;0,051;282,358;-6,016;149,146;-4,306;37,78;-0,768;60,4854;0,0294;14,1214;0,2244;-9,1826;0,2004;-11,1312;0,0948
25/01/2019;62,7434;-0,0424;-7,86;-0,595;-2,4176;0,0556;8,92575;-1,38325;-45,66;3,133;27,116;0,958;-22,883;0,968;-0,09;-0,46;-38,26;1,218;10,639;-0,227;-3,23;-0,513;-30,18;2,261;-3,2395;0,5845;279,244;-5,99;146,694;-4,744;37,236;-1,001;60,5001;0,0294;14,2336;0,2244;-9,0824;0,2004;-11,0838;0,0948
26/01/2019;62,7222;-0,0424;-7,905333333;-0,525333333;-2,3898;0,0556;8,6295;-0,5925;-45,578;2,426;27,194;0,332;-22,879;0,306;-0,042;-0,256;-37,995;0,755;10,85;-0,047;-3,217333333;-0,600333333;-30,02933333;1,54366667;-3,22;0,039;277,7635;-4,5945;145,6625;-3,4835;37,08;-0,7;60,5148;0,0294;14,3458;0,2244;-8,9822;0,2004;-11,0364;0,0948
27/01/2019;62,701;-0,0424;-7,950666667;-0,090666667;-2,362;0,0556;8,33325;-0,5925;-45,496;0,164;27,217;0,101;-22,906;-0,023;-0,251;-0,161;-37,701;0,559;11,323;0,684;-3,204666667;0,025333333;-29,87866667;0,30133333;-3,2005;0,039;276,283;-2,961;144,631;-2,063;36,924;-0,312;60,5295;0,0294;14,458;0,2244;-8,882;0,2004;-10,989;0,0948
28/01/2019;62,6798;-0,0424;-7,996;-0,090666667;-2,38;0,0098;8,037;-0,5925;-45,414;0,164;27,28;0,086;-22,819;0,06;-0,42;-0,378;-37,437;0,558;12,088;1,238;-3,192;0,025333333;-29,728;0,30133333;-3,181;0,039;273,508;-4,2555;142,661;-3,0015;36,261;-0,819;60,5442;0,0294;14,893;0,5472;-8,499;0,4832;-10,787;0,2494
29/01/2019;62,6586;-0,0424;-7,993;-0,042333333;-2,298;0,064;7,74075;-0,5925;-44,285;1,211;27,388;0,171;-22,74;0,166;-0,469;-0,218;-37,251;0,45;12,214;0,891;-3,077;0,127666667;-28,715;1,16366667;-3,1615;0,039;270,777;-5,506;141,01;-3,621;35,922;-1,002;60,5589;0,0294;15,316;0,858;-8,102;0,78;-10,53;0,459
30/01/2019;62,6374;-0,0424;-8,006;-0,01;-2,197;0,183;7,4445;-0,5925;-43,264;2,15;27,524;0,244;-22,576;0,243;-0,472;-0,052;-36,952;0,485;11,862;-0,226;-3,277;-0,085;-28,243;1,485;-3,142;0,039;268,484;-5,024;139,673;-2,988;35,277;-0,984;60,5736;0,0294;15,751;0,858;-7,737;0,762;-10,23;0,557
31/01/2019;62,6162;-0,0424;-8,092;-0,099;-2,202;0,096;7,14825;-0,5925;-42,269;2,016;27,649;0,261;-22,195;0,545;-0,532;-0,063;-36,702;0,549;12,03;-0,184;-3,339;-0,262;-27,369;1,346;-3,1225;0,039;266,593;-4,184;137,962;-3,048;34,892;-1,03;60,5883;0,0294;16,108;0,792;-7,374;0,728;-10,055;0,475
01/02/2019;62,595;-0,0424;-7,718;0,288;-2,299;-0,102;6,852;-0,5925;-41,844;1,42;27,967;0,443;-22,285;0,291;-0,92;-0,448;-36,592;0,36;11,722;-0,14;-2,49;0,787;-26,431;1,812;-3,103;0,039;264,635;-3,849;136,449;-3,224;35,046;-0,231;60,603;0,0294;16,15;0,399;-7,023;0,714;-9,974;0,256
02/02/2019;62,311;-0,3052;-8,077;0,015;-2,21;-0,008;5,81;-1,33825;-41,909;0,36;28,038;0,389;-22,303;-0,108;-1,034;-0,502;-36,694;0,008;11,851;-0,179;-2,684;0,655;-26,44;0,929;-1,998;1,1245;263,57;-3,023;135,947;-2,015;34,952;0,06;60,737;0,1487;15,95;-0,158;-6,924;0,45;-9,945;0,11
03/02/2019;62,035;-0,56;-7,821;-0,103;-1,999;0,3;4,876;-1,976;-41,595;0,249;28,027;0,06;-22,34;-0,055;-1,269;-0,349;-36,81;-0,218;12,063;0,341;-2,677;-0,187;-26,43;0,001;-1,209;1,894;262,729;-1,906;135,373;-1,076;34,974;-0,072;60,719;0,116;15,999;-0,151;-6,718;0,305;-9,859;0,115
04/02/2019;61,273;-1,038;-7,765;0,312;-1,99;0,22;4,584;-1,226;-41,563;0,346;27,778;-0,26;-22,703;-0,4;-1,51;-0,476;-37,023;-0,329;12,89;1,039;-2,411;0,273;-26,325;0,115;0,256;2,254;262,271;-1,299;135,184;-0,763;35,061;0,109;60,328;-0,409;16,203;0,253;-6,78;0,144;-9,736;0,209
05/02/2019;61,24422222;-0,79077778;-8,325;-0,504;-1,983194444;0,015805556;3,548;-1,328;-41,858;-0,263;27,35;-0,677;-23,226;-0,886;-1,933;-0,664;-37,752;-0,942;13,009;0,946;-2,392;0,285;-26,684;-0,254;2,242;3,451;262,296;-0,433;135,294;-0,079;35,336;0,362;60,31666667;-0,40233333;16,22325;0,22425;-6,772277778;-0,054277778;-9,7345;0,1245
06/02/2019;61,21544444;-0,05755556;-8,117;-0,352;-1,976388889;0,013611111;2,651;-1,933;-42,259;-0,696;26,746;-1,032;-23,013;-0,31;-1,647;-0,137;-37,764;-0,741;12,882;-0,008;-2,494;-0,083;-27,447;-1,122;3,753;3,497;261,766;-0,505;135,494;0,31;35,162;0,101;60,30533333;-0,02266667;16,2435;0,0405;-6,764555556;0,015444444;-9,733;0,003
07/02/2019;61,18666667;-0,05755555;-8,075;0,25;-1,969583333;0,013611111;1,83;-1,718;-42,553;-0,695;26,643;-0,707;-22,8565;0,3695;-1,606;0,327;-37,7675;-0,0155;13,054;0,045;-2,488;-0,096;-27,828;-1,144;4,854;2,612;261,478;-0,818;135,4;0,106;35,055;-0,281;60,294;-0,02266667;16,26375;0,0405;-6,756833333;0,015444445;-9,7315;0,003
08/02/2019;61,15788889;-0,05755555;-8,019;0,098;-1,962777778;0,013611111;1,485;-1,166;-42,707;-0,448;26,54;-0,206;-22,7;0,313;-1,622;0,025;-37,771;-0,007;13,09;0,208;-2,374;0,12;-27,833;-0,386;5,462;1,709;261,249;-0,517;135,094;-0,4;35,132;-0,03;60,28266667;-0,02266666;16,284;0,0405;-6,749111111;0,015444445;-9,73;0,003
09/02/2019;61,12911111;-0,05755556;-7,926;0,149;-1,955972222;0,013611111;1,211;-0,619;-42,439;0,114;26,613;-0,03;-22,123;0,7335;-1,22;0,386;-37,717;0,0505;13,076;0,022;-2,414;0,074;-27,695;0,133;6,043;1,189;260,655;-0,823;135,011;-0,389;35,174;0,119;60,27133333;-0,02266667;16,30425;0,0405;-6,741388889;0,015444444;-9,7285;0,003
10/02/2019;61,10033333;-0,05755556;-7,904;0,115;-1,949166667;0,013611111;0,952;-0,533;-42,1;0,607;26,97;0,43;-21,764;0,936;-1,287;0,335;-37,649;0,122;13,175;0,085;-2,451;-0,077;-27,408;0,425;6,534;1,072;260,341;-0,908;134,764;-0,33;35,379;0,247;60,26;-0,02266667;16,3245;0,0405;-6,733666667;0,015444444;-9,727;0,003
11/02/2019;61,07155556;-0,05755555;-7,915;0,011;-1,942361111;0,013611111;1,059;-0,152;-41,244;1,195;27,169;0,556;-21,531;0,592;-1,333;-0,113;-37,684;0,033;11,942;-1,134;-3,083;-0,669;-27,556;0,139;7,038;0,995;260,375;-0,28;134,75;-0,261;34,777;-0,397;60,24866667;-0,02266666;16,34475;0,0405;-6,725944444;0,015444445;-9,7255;0,003
12/02/2019;61,04277778;-0,05755555;-7,755;0,149;-1,935555556;0,013611111;1,643;0,691;-40,702;1,398;27,378;0,408;-21,546;0,218;-1,171;0,116;-37,474;0,175;12,059;-1,116;-3,287;-0,836;-27,284;0,124;7,084;0,55;259,847;-0,494;134,385;-0,379;34,798;-0,581;60,23733333;-0,02266667;16,365;0,0405;-6,718222222;0,015444445;-9,724;0,003
13/02/2019;61,014;-0,05755556;-7,963;-0,048;-1,92875;0,013611111;1,829;0,77;-40,677;0,567;27,877;0,708;-21,941;-0,41;-1,67;-0,337;-37,574;0,11;12,076;0,134;-3,441;-0,358;-27,251;0,305;6,887;-0,151;259,681;-0,694;134,097;-0,653;34,801;0,024;60,226;-0,02266667;16,38525;0,0405;-6,7105;0,015444444;-9,7225;0,003
14/02/2019;60,98522222;-0,05755556;-7,941;-0,186;-1,921944444;0,013611112;2,216;0,573;-40,493;0,209;28,257;0,879;-21,887;-0,341;-1,864;-0,693;-37,58;-0,106;12,396;0,337;-3,252;0,035;-26,86;0,424;6,797;-0,287;259,814;-0,033;133,997;-0,388;34,904;0,106;60,21466667;-0,02266666;16,4055;0,0405;-6,702777778;0,015444444;-9,721;0,003
15/02/2019;60,95644444;-0,05755556;-8,013;-0,05;-1,915138889;0,013611111;2,18;0,351;-40,441;0,236;28,488;0,611;-21,842;0,099;-2,219;-0,549;-37,539;0,035;12,495;0,419;-3,213;0,228;-26,729;0,522;6,623;-0,264;260,04;0,359;133,817;-0,28;34,976;0,175;60,20333333;-0,02266667;16,42575;0,0405;-6,695055556;0,015444444;-9,7195;0,003
16/02/2019;60,92766667;-0,05755555;-8,015;-0,074;-1,908333333;0,013611111;2,324;0,108;-40,306;0,187;28,806;0,549;-21,642;0,245;-2,288;-0,424;-37,532;0,048;12,716;0,32;-3,158;0,094;-26,528;0,332;6,446;-0,351;260,462;0,648;133,902;-0,095;35,169;0,265;60,192;-0,02266667;16,446;0,0405;-6,687333333;0,015444445;-9,718;0,003
17/02/2019;60,89888889;-0,05755555;-7,939;0,074;-1,901527778;0,013611111;2,071;-0,109;-40,249;0,192;29,249;0,761;-21,367;0,475;-2,306;-0,087;-37,335;0,204;13,116;0,621;-3,072;0,141;-26,436;0,293;6,518;-0,105;260,742;0,702;133,823;0,006;35,307;0,331;60,18066667;-0,02266666;16,46625;0,0405;-6,679611111;0,015444445;-9,7165;0,003
18/02/2019;60,87011111;-0,05755556;-7,861;0,154;-1,894722222;0,013611111;1,78;-0,544;-40,165;0,141;29,58;0,774;-21,183;0,459;-2,261;0,027;-37,224;0,308;13,453;0,737;-3,007;0,151;-26,335;0,193;6,663;0,217;261,067;0,605;133,852;-0,05;35,453;0,284;60,16933333;-0,02266667;16,4865;0,0405;-6,671888889;0,015444444;-9,715;0,003
19/02/2019;60,84133333;-0,05755556;-7,824;0,115;-1,887916667;0,013611111;1,529;-0,542;-40,134;0,115;29,81;0,561;-21,008;0,359;-2,227;0,079;-37,12;0,215;13,786;0,67;-2,917;0,155;-26,23;0,206;6,888;0,37;261,371;0,629;133,9;0,077;35,601;0,294;60,158;-0,02266667;16,50675;0,0405;-6,664166667;0,015444444;-9,7135;0,003
20/02/2019;60,81255556;-0,05755555;-7,745;0,116;-1,881111111;0,013611111;1,369;-0,411;-40,202;-0,037;30,123;0,543;-20,798;0,385;-2,106;0,155;-37,021;0,203;14,075;0,622;-2,807;0,2;-26,199;0,136;7,02;0,357;261,889;0,822;133,978;0,126;35,742;0,289;60,14666667;-0,02266666;16,527;0,0405;-6,656444444;0,015444445;-9,712;0,003
21/02/2019;60,78377778;-0,05755555;-7,743;0,081;-1,874305556;0,013611111;1,151;-0,378;-40,236;-0,102;30,35;0,54;-20,671;0,337;-2,093;0,134;-36,918;0,202;14,374;0,588;-2,706;0,211;-26,119;0,111;7,068;0,18;262,21;0,839;134,096;0,196;35,867;0,266;60,13533333;-0,02266667;16,54725;0,0405;-6,648722222;0,015444445;-9,7105;0,003
22/02/2019;60,755;-0,05755556;-7,75;-0,005;-1,8675;0,013611111;1,084;-0,285;-40,167;0,035;30,456;0,333;-20,532;0,266;-2,037;0,069;-36,894;0,127;14,57;0,495;-2,678;0,129;-26,061;0,138;7,132;0,112;262,487;0,598;134,143;0,165;35,999;0,257;60,124;-0,02266667;16,5675;0,0405;-6,641;0,015444444;-9,709;0,003
23/02/2019;60,72622222;-0,05755556;-7,706;0,037;-1,860694444;0,013611112;1,478;0,327;-39,837;0,399;30,544;0,194;-20,654;0,017;-1,996;0,097;-36,889;0,029;14,797;0,423;-2,837;-0,131;-26,067;0,052;7,147;0,079;262,697;0,487;134,309;0,213;36,143;0,276;60,11266667;-0,02266666;16,58775;0,0405;-6,633277778;0,015444444;-9,7075;0,003
24/02/2019;60,69744444;-0,05755556;-7,489;0,261;-1,853888889;0,013611111;1,093;0,009;-39,269;0,898;30,532;0,076;-20,69;-0,158;-1,927;0,11;-36,701;0,193;15,096;0,526;-2,781;-0,103;-25,783;0,278;6,555;-0,577;262,664;0,177;134,456;0,313;36,251;0,252;60,10133333;-0,02266667;16,608;0,0405;-6,625555556;0,015444444;-9,706;0,003
25/02/2019;60,66866667;-0,05755555;-7,395;0,311;-1,847083333;0,013611111;0,539;-0,939;-39,298;0,539;30,529;-0,015;-20,413;0,241;-1,755;0,241;-36,587;0,302;15,337;0,54;-2,724;0,113;-25,793;0,274;5,983;-1,164;262,168;-0,529;134,422;0,113;36,252;0,109;60,09;-0,02266667;16,62825;0,0405;-6,617833333;0,015444445;-9,7045;0,003
26/02/2019;60,63988889;-0,05755555;-7,468;0,021;-1,840277778;0,013611111;0,465;-0,628;-39,4;-0,131;30,562;0,03;-20,166;0,524;-1,499;0,428;-36,29;0,411;15,51;0,414;-2,705;0,076;-25,813;-0,03;5,86;-0,695;261,734;-0,93;134,558;0,102;36,293;0,042;60,07866667;-0,02266666;16,6485;0,0405;-6,610111111;0,015444445;-9,703;0,003
27/02/2019;60,61111111;-0,05755556;-7,686;-0,291;-1,833472222;0,013611111;0,357;-0,182;-39,402;-0,104;30,611;0,082;-20,162;0,251;-1,479;0,276;-36,163;0,424;15,526;0,189;-2,736;-0,012;-25,708;0,085;5,771;-0,212;261,968;-0,2;134,696;0,274;36,273;0,021;60,06733333;-0,02266667;16,66875;0,0405;-6,602388889;0,015444444;-9,7015;0,003
28/02/2019;60,58233333;-0,05755556;-7,794;-0,326;-1,826666667;0,013611111;0,442;-0,023;-39,352;0,048;30,605;0,043;-20,003;0,163;-1,423;0,076;-36,272;0,018;15,645;0,135;-2,728;-0,023;-25,544;0,269;6,06;0,2;262,194;0,46;134,725;0,167;36,257;-0,036;60,056;-0,02266667;16,689;0,0405;-6,594666667;0,015444444;-9,7;0,003
01/03/2019;60,55355556;-0,05755555;-7,929;-0,243;-1,819861111;0,013611111;0,459;0,102;-39,476;-0,074;30,636;0,025;-20,002;0,16;-1,581;-0,102;-36,229;-0,066;15,7;0,174;-2,767;-0,031;-25,504;0,204;6,411;0,64;262,534;0,566;134,565;-0,131;36,223;-0,05;60,04466667;-0,02266666;16,70925;0,0405;-6,586944444;0,015444445;-9,6985;0,003
02/03/2019;60,52477778;-0,05755555;-7,893;-0,099;-1,813055556;0,013611111;1,149;0,707;-39,072;0,28;30,77;0,165;-20,056;-0,053;-1,684;-0,261;-36,278;-0,006;15,833;0,188;-2,959;-0,231;-25,428;0,116;6,614;0,554;262,7;0,506;134,343;-0,382;36,091;-0,166;60,03333333;-0,02266667;16,7295;0,0405;-6,579222222;0,015444445;-9,697;0,003
