day;evento;edam_ecne_eplu;edam_ecne_eplu_diff;edam_ecor_emcn;edam_ecor_emcn_diff;edam_emsg_eplu;edam_emsg_eplu_diff;edam_epdn_ecne;edam_epdn_ecne_diff;edam_epdn_emcn;edam_epdn_emcn_diff;eint_ecpn_emgl;eint_ecpn_emgl_diff;eint_esln_emgl;eint_esln_emgl_diff;eint_esln_espc;eint_esln_espc_diff;emeg_ecpn_emgl;emeg_ecpn_emgl_diff;emfn_ecor_ecri;emfn_ecor_ecri_diff;emfn_ecor_emcn;emfn_ecor_emcn_diff;emfn_emcn_epdn;emfn_emcn_epdn_diff;epdn_ecne_ecpn;epdn_ecne_ecpn_diff;epdn_eint_ecpn;epdn_eint_ecpn_diff;epdn_eint_espc;epdn_eint_espc_diff;epdn_emfn_espc;epdn_emfn_espc_diff;eplu_ecne_ecpn;eplu_ecne_ecpn_diff;eplu_emeg_ecpn;eplu_emeg_ecpn_diff;eplu_emeg_emal;eplu_emeg_emal_diff;eplu_emsg_emal;eplu_emsg_emal_diff
23/03/2021;0;98,954;31,983;0,73;8,958;4,088;-0,015;-32,395;-35,3685;-14,828;0,027;32,3696;-0,1204;-10,099;-0,0185;5,797;0,199;-26,845;-0,0335;65,311;3,6565;1,838;8,0165;-13,484;-0,1095;5,28;-0,2555;260,9122;-0,1438;134,729;0,034;39,523;0,229;65,1636;0,36185;22,6322;0,1607;3,747;-0,123;-4,361;-0,1075
24/03/2021;1;94,769;11,8175;-0,598;3,154;3,817;-0,278;-28,551;-13,7945;-14,992;-0,2105;32,2802;-0,1341;-10,139;0,014;5,936;0,2225;-26,903;-0,087;65,007;1,4955;0,776;2,967;-13,412;-0,0325;5,067;-0,3195;260,8874;-0,0372;134,375;-0,396;39,405;-0,022;65,4402;0,4149;22,6084;-0,0357;3,457;-0,3825;-4,502;-0,197
25/03/2021;0;91,437;-5,4245;-1,756;-1,822;3,72;-0,2325;-24,879;5,594;-14,769;0,141;32,1908;-0,1341;-10,211;-0,092;6,636;0,7695;-26,961;-0,087;64,602;-0,557;-0,247;-1,554;-13,218;0,23;4,854;-0,3195;260,8626;-0,0372;134,745;0,193;39,419;-0,045;65,7168;0,4149;22,5846;-0,0357;3,293;-0,309;-4,646;-0,2145
26/03/2021;0;88,032;-5,071;-2,826;-1,649;3,701;-0,0675;-21,162;5,553;-14,984;-0,1035;32,1014;-0,1341;-10,412;-0,237;6,418;0,132;-27,019;-0,087;64,258;-0,5465;-1,166;-1,4305;-13,346;-0,031;4,641;-0,3195;260,8378;-0,0372;134,774;0,214;39,416;0,004;65,9934;0,4149;22,5608;-0,0357;3,309;-0,066;-4,656;-0,082
27/03/2021;0;86,027;-3,7075;-3,625;-1,334;3,785;0,0745;-17,755;5,2655;-15,417;-0,5405;32,012;-0,1341;-10,431;-0,1195;6,176;-0,351;-27,077;-0,087;63,95;-0,48;-1,861;-1,1545;-13,624;-0,342;4,428;-0,3195;260,813;-0,0372;134,758;-0,0015;39,528;0,1105;66,27;0,4149;22,537;-0,0357;3,213;-0,088;-4,794;-0,143
28/03/2021;0;85,50075;-1,52875;-4,47;-1,2445;3,83925;0,09625;-14,609;4,8495;-15,82;-0,6195;31,721;-0,3357;-10,456;-0,0345;6,009;-0,288;-27,336;-0,288;63,653;-0,451;-2,62;-1,1065;-13,93;-0,445;3,573;-0,9615;260,957;0,1316;134,761;-0,005;39,483;0,011;66,46;0,3283;22,4655;-0,0834;3,236;-0,025;-4,7935;-0,0685
29/03/2021;0;84,9745;-0,789375;-5,291;-1,2435;3,8935;0,081375;-11,681;4,501;-15,941;-0,3225;31,403;-0,4635;-10,445;-0,0015;6,072;-0,0205;-27,589;-0,3825;63,409;-0,3925;-3,327;-1,0865;-14,029;-0,252;2,905;-1,0955;260,984;0,099;134,994;0,2345;39,511;0,0055;66,65;0,285;22,394;-0,10725;3,259;0,0345;-4,793;0,00075
30/03/2021;0;84,44825;-0,789375;-6,123;-1,2425;3,94775;0,081375;-9,025;4,12;-15,976;-0,0955;31,131;-0,431;-10,322;0,1285;6,079;0,0385;-27,739;-0,2765;63,251;-0,28;-3,925;-0,9515;-13,934;0,0455;2,602;-0,637;261,175;0,2045;135,246;0,3685;39,576;0,079;66,84;0,285;22,3225;-0,10725;3,282;0,0345;-4,7925;0,00075
31/03/2021;0;83,922;-0,789375;-6,808;-1,101;4,002;0,081375;-6,552;3,801;-15,778;0,1805;30,823;-0,444;-10,188;0,1955;6,001;-0,0745;-28,02;-0,356;63,072;-0,258;-4,478;-0,852;-13,736;0,2455;2,274;-0,4795;261,142;0,0625;135,344;0,224;39,609;0,0655;67,03;0,285;22,251;-0,10725;3,305;0,0345;-4,792;0,00075
01/04/2021;1;82,023;-2,162125;-7,441;-0,9755;4,125;0,150125;-4,789;2,9995;-15,698;0,179;30,626;-0,351;-10,634;-0,379;5,903;-0,137;-28,432;-0,5525;62,924;-0,2375;-5,025;-0,8235;-13,639;0,196;1,059;-1,379;260,653;-0,5055;135,533;0,238;39,477;-0,1155;67,129;0,194;21,296;-0,99075;3,189;-0,1045;-4,874;-0,08175
