day;edam_ecne_eplu;edam_ecne_eplu_1d;edam_ecor_emcn;edam_ecor_emcn_1d;edam_emsg_eplu;edam_emsg_eplu_1d;edam_epdn_ecne;edam_epdn_ecne_1d;edam_epdn_emcn;edam_epdn_emcn_1d;eint_ecpn_emgl;eint_ecpn_emgl_1d;eint_esln_emgl;eint_esln_emgl_1d;eint_esln_espc;eint_esln_espc_1d;emeg_ecpn_emgl;emeg_ecpn_emgl_1d;emfn_ecor_ecri;emfn_ecor_ecri_1d;emfn_ecor_emcn;emfn_ecor_emcn_1d;emfn_emcn_epdn;emfn_emcn_epdn_1d;epdn_ecne_ecpn;epdn_ecne_ecpn_1d;epdn_eint_ecpn;epdn_eint_ecpn_1d;epdn_eint_espc;epdn_eint_espc_1d;epdn_emfn_espc;epdn_emfn_espc_1d;eplu_ecne_ecpn;eplu_ecne_ecpn_1d;eplu_emeg_ecpn;eplu_emeg_ecpn_1d;eplu_emeg_emal;eplu_emeg_emal_1d;eplu_emsg_emal;eplu_emsg_emal_1d
26/11/2020;75,859;0,017;-10,363;0,036;5,86;0,024;6,182;0,465;-16,229;-0,065;45,132;0,141;-8,941;-0,033;1,667;-0,06;-22,26;0,323;62,435;0,165;-2,71;-0,048;-8,959;-0,169;25,971;-0,155;287,173;-0,383;143,273;0,049;44,247;-0,026;85,882;-0,155;36,634;0,073;7,126;-0,082;-3,333;-0,028
27/11/2020;76,007;0,148;-10,227;0,136;5,876;0,016;7,452;1,27;-16,736;-0,507;45,323;0,191;-8,692;0,249;1,914;0,247;-22,144;0,116;62,464;0,029;-2,71;0;-9,609;-0,65;26,249;0,278;287,53;0,357;143,684;0,411;44,152;-0,095;85,676;-0,206;36,516;-0,118;7,118;-0,008;-3,22;0,113
28/11/2020;76,427;0,42;-10,631;-0,404;5,81;-0,066;7,177;-0,275;-17,354;-0,618;45,195;-0,128;-8,514;0,178;2,186;0,272;-22,356;-0,212;62,429;-0,035;-2,965;-0,255;-10,055;-0,446;25,947;-0,302;287,444;-0,086;143,926;0,242;43,806;-0,346;85,996;0,32;36,173;-0,343;7,161;0,043;-3,579;-0,359
29/11/2020;76,704;0,277;-10,666;-0,035;5,895;0,085;7,813;0,636;-16,719;0,635;44,977;-0,218;-8,518;-0,004;2,184;-0,002;-22,714;-0,358;62,367;-0,062;-3,026;-0,061;-9,534;0,521;25,999;0,052;287,156;-0,288;144;0,074;43,663;-0,143;85,591;-0,405;35,77;-0,403;7,264;0,103;-3,424;0,155
30/11/2020;76,808;0,104;-10,756;-0,09;5,943;0,048;8,806;0,993;-15,877;0,842;44,556;-0,421;-8,474;0,044;2,256;0,072;-22,782;-0,068;62,528;0,161;-3,372;-0,346;-9,24;0,294;26,791;0,792;286,475;-0,681;143,873;-0,127;43,398;-0,265;85,444;-0,147;35,756;-0,014;7,337;0,073;-3,463;-0,039
01/12/2020;76,95;0,142;-10,718;0,038;5,96;0,017;8,876;0,07;-15,281;0,596;44,377;-0,179;-8,172;0,302;2,339;0,083;-22,795;-0,013;63,007;0,479;-3,788;-0,416;-9,301;-0,061;26,28;-0,511;286,098;-0,377;143,643;-0,23;43,475;0,077;85,495;0,051;35,904;0,148;7,321;-0,016;-3,435;0,028
02/12/2020;77,352;0,402;-10,70638462;0,011615385;5,642;-0,318;8,05;-0,826;-15,629;-0,348;44,294;-0,083;-8,074;0,098;2,528;0,189;-22,995;-0,2;62,97876923;-0,028230769;-3,807076923;-0,019076923;-9,927;-0,626;25,379;-0,901;285,973;-0,125;143,746;0,103;43,429;-0,046;86,132;0,637;36,038;0,134;7,357;0,036;-3,481;-0,046
03/12/2020;77,635;0,283;-10,69476923;0,011615385;5,181;-0,461;7,348;-0,702;-14,629;1;44,215;-0,079;-8,0325;0,0415;2,461;-0,067;-22,71;0,285;62,95053846;-0,028230769;-3,826153846;-0,019076923;-9,527;0,4;25,015;-0,364;285,296;-0,677;143,571;-0,175;43,454;0,025;87,302;1,17;37,189;1,151;7,129;-0,228;-3,764;-0,283
04/12/2020;77,876;0,241;-10,68315385;0,011615385;5,135;-0,046;7,412;0,064;-13,615;1,014;44,136;-0,079;-7,991;0,0415;2,587;0,126;-22,425;0,285;62,92230769;-0,028230769;-3,845230769;-0,019076923;-9,009;0,518;25,005;-0,01;284,596;-0,7;143,734;0,163;43,477;0,023;88,032;0,73;38,101;0,912;7,051;-0,078;-3,703;0,061
05/12/2020;77,449;-0,427;-10,67153846;0,011615385;4,997;-0,138;6,952;-0,46;-13,555;0,06;44,314;0,178;-7,978;0,013;2,652;0,065;-22,297;0,128;62,89407692;-0,028230769;-3,864307692;-0,019076923;-9,026;-0,017;24,749;-0,256;284,247;-0,349;144,015;0,281;43,633;0,156;87,648;-0,384;37,869;-0,232;7,031;-0,02;-3,798;-0,095
06/12/2020;78,625;1,176;-10,65992308;0,011615385;4,75;-0,247;4,568;-2,384;-12,929;0,626;44,476;0,162;-7,708;0,27;2,554;-0,098;-22,331;-0,034;62,86584615;-0,028230769;-3,883384615;-0,019076923;-8,39;0,636;23,59;-1,159;284,49;0,243;143,369;-0,646;43,751;0,118;89,722;2,074;38,567;0,698;7,03;-0,001;-3,558;0,24
07/12/2020;78,723;0,098;-10,64830769;0,011615385;4,894;0,144;4,423;-0,145;-12,649;0,28;44,342;-0,134;-7,32;0,388;2,788;0,234;-22,344;-0,013;62,83761538;-0,028230769;-3,902461538;-0,019076923;-8,24;0,15;23,052;-0,538;284,043;-0,447;143,082;-0,287;43,789;0,038;89,7945;0,0725;38,71;0,143;7,2645;0,2345;-3,3455;0,2125
08/12/2020;78,821;0,098;-10,63669231;0,011615385;5,038;0,144;4,566;0,143;-12,075;0,574;44,665;0,323;-7,145;0,175;3,082;0,294;-22,365;-0,021;62,80938462;-0,028230769;-3,921538462;-0,019076923;-8,368;-0,128;23,123;0,071;284,796;0,753;143,468;0,386;43,4;-0,389;89,867;0,0725;38,853;0,143;7,499;0,2345;-3,133;0,2125
09/12/2020;78,7114;-0,1096;-10,62507692;0,011615385;5,0976;0,0596;5,591;1,025;-11,136;0,939;44,913;0,248;-6,522;0,623;3,736;0,654;-22,438;-0,073;62,78115385;-0,028230769;-3,940615385;-0,019076923;-7,87;0,498;23,425;0,302;285,635;0,839;143,747;0,279;43,618;0,218;89,788125;-0,078875;38,825125;-0,027875;7,5216;0,0226;-3,1078;0,0252
10/12/2020;78,6018;-0,1096;-10,61346154;0,011615385;5,1572;0,0596;5,897;0,306;-11,261;-0,125;45,202;0,289;-6,235;0,287;3,674;-0,062;-22,455;-0,017;62,75292308;-0,028230769;-3,959692308;-0,019076923;-7,792;0,078;22,898;-0,527;285,955;0,32;143,312;-0,435;43,898;0,28;89,70925;-0,078875;38,79725;-0,027875;7,5442;0,0226;-3,0826;0,0252
11/12/2020;78,4922;-0,1096;-10,60184615;0,011615385;5,2168;0,0596;6,57;0,673;-10,868;0,393;45,15314286;-0,048857143;-5,946;0,289;3,483;-0,191;-22,448;0,007;62,72469231;-0,028230769;-3,978769231;-0,019076923;-7,617;0,175;22,81742857;-0,080571429;285,8838571;-0,071142857;142,554;-0,758;44,206;0,308;89,630375;-0,078875;38,769375;-0,027875;7,5668;0,0226;-3,0574;0,0252
12/12/2020;78,3826;-0,1096;-10,59023077;0,011615385;5,2764;0,0596;7,249;0,679;-10,597;0,271;45,10428571;-0,048857143;-5,988;-0,042;3,356;-0,127;-22,441;0,007;62,69646154;-0,028230769;-3,997846154;-0,019076923;-7,58;0,037;22,73685714;-0,080571429;285,8127143;-0,071142857;142,605;0,051;44,381;0,175;89,5515;-0,078875;38,7415;-0,027875;7,5894;0,0226;-3,0322;0,0252
13/12/2020;78,273;-0,1096;-10,57861538;0,011615385;5,336;0,0596;8,273;1,024;-10,049;0,548;45,05542857;-0,048857143;-6,083;-0,095;3,72;0,364;-22,434;0,007;62,66823077;-0,028230769;-4,016923077;-0,019076923;-7,768;-0,188;22,65628571;-0,080571429;285,7415714;-0,071142857;143,166;0,561;44,479;0,098;89,472625;-0,078875;38,713625;-0,027875;7,612;0,0226;-3,007;0,0252
14/12/2020;77,14;-1,133;-10,567;0,011615385;5,419;0,083;8,689;0,416;-10,304;-0,255;45,00657143;-0,048857143;-4,356;1,727;6,158;2,438;-22,427;0,007;62,64;-0,028230769;-4,036;-0,019076923;-7,984;-0,216;22,57571429;-0,080571429;285,6704286;-0,071142857;143,188;0,022;45,131;0,652;89,39375;-0,078875;38,68575;-0,027875;7,547;-0,065;-2,947;0,06
15/12/2020;77,902;0,762;-10,394;0,173;5,658;0,239;8,325;-0,364;-10,549;-0,245;44,95771429;-0,048857143;-4,601;-0,245;5,936;-0,222;-22,42;0,007;62,634;-0,006;-4,228;-0,192;-8,1;-0,116;22,49514286;-0,080571429;285,5992857;-0,071142857;143,199;0,011;44,973;-0,158;89,314875;-0,078875;38,657875;-0,027875;7,444;-0,103;-2,914;0,033
16/12/2020;77,746;-0,156;-10,248;0,146;5,819;0,161;7,845;-0,48;-10,668;-0,119;44,90885714;-0,048857143;-4,852;-0,251;5,647;-0,289;-22,413;0,007;62,485;-0,149;-4,346;-0,118;-8,067;0,033;22,41457143;-0,080571429;285,5281429;-0,071142857;143,148;-0,051;44,938;-0,035;89,236;-0,078875;38,63;-0,027875;7,558;0,114;-2,836;0,078
17/12/2020;77,301;-0,445;-10,036;0,212;5,959;0,14;7,742;-0,103;-10,898;-0,23;44,86;-0,048857143;-5,054;-0,202;5,446;-0,201;-22,406;0,007;62,49;0,005;-4,442;-0,096;-8,235;-0,168;22,334;-0,080571429;285,457;-0,071142857;143,242;0,094;44,936;-0,002;89,157125;-0,078875;38,602125;-0,027875;7,683;0,125;-2,751;0,085
18/12/2020;76,991;-0,31;-9,913;0,123;6,101;0,142;7,61;-0,132;-11,007;-0,109;44,81114286;-0,048857143;-5,352;-0,298;5,137;-0,309;-22,399;0,007;62,455;-0,035;-4,515;-0,073;-8,273;-0,038;22,25342857;-0,080571429;285,3858571;-0,071142857;143,345;0,103;44,954;0,018;89,07825;-0,078875;38,57425;-0,027875;7,758;0,075;-2,744;0,007
19/12/2020;76,495;-0,496;-9,792;0,121;6,268;0,167;7,757;0,147;-11,119;-0,112;44,76228571;-0,048857143;-5,624;-0,272;5,040666667;-0,096333333;-22,392;0,007;62,415;-0,04;-4,508;0,007;-8,262;0,011;22,17285714;-0,080571429;285,3147143;-0,071142857;143,3423333;-0,002666667;44,94333333;-0,010666667;88,999375;-0,078875;38,546375;-0,027875;7,919;0,161;-2,702;0,042
20/12/2020;75,455;-1,04;-9,939;-0,147;6,341;0,073;7,717;-0,04;-11,281;-0,162;44,71342857;-0,048857143;-5,991;-0,367;4,944333333;-0,096333333;-22,385;0,007;62,363;-0,052;-4,58;-0,072;-8,262;0;22,09228571;-0,080571429;285,2435714;-0,071142857;143,3396667;-0,002666667;44,93266667;-0,010666667;88,9205;-0,078875;38,5185;-0,027875;8,151;0,232;-2,587;0,115
21/12/2020;75,3115;-0,1435;-9,846;0,093;6,3305;-0,0105;7,308;-0,409;-11,436;-0,155;44,66457143;-0,048857143;-6,329;-0,338;4,848;-0,096333333;-22,378;0,007;62,438;0,075;-4,54;0,04;-8,296;-0,034;22,01171429;-0,080571429;285,1724286;-0,071142857;143,337;-0,002666667;44,922;-0,010666667;88,841625;-0,078875;38,490625;-0,027875;8,1415;-0,0095;-2,6515;-0,0645
22/12/2020;75,168;-0,1435;-9,774;0,072;6,32;-0,0105;6,978;-0,33;-11,519;-0,083;44,61571429;-0,048857143;-6,829;-0,5;4,544;-0,304;-22,371;0,007;62,451;0,013;-4,588;-0,048;-8,38;-0,084;21,93114286;-0,080571429;285,1012857;-0,071142857;143,482;0,145;44,831;-0,091;88,76275;-0,078875;38,46275;-0,027875;8,132;-0,0095;-2,716;-0,0645
23/12/2020;75,008;-0,16;-9,679;0,095;6,345;0,025;6,912;-0,066;-11,571;-0,052;44,56685714;-0,048857143;-7,154;-0,325;4,183;-0,361;-22,364;0,007;62,527;0,076;-4,621;-0,033;-8,435;-0,055;21,85057143;-0,080571429;285,0301429;-0,071142857;143,267;-0,215;44,752;-0,079;88,683875;-0,078875;38,434875;-0,027875;8,112;-0,02;-2,776;-0,06
24/12/2020;74,959;-0,049;-9,43;0,249;6,333;-0,012;6,714;-0,198;-12,246;-0,675;44,518;-0,048857143;-7,132;0,022;4,09;-0,093;-22,357;0,007;62,682;0,155;-4,244;0,377;-8,58;-0,145;21,77;-0,080571429;284,959;-0,071142857;143,071;-0,196;44,743;-0,009;88,605;-0,078875;38,407;-0,027875;8,08;-0,032;-2,771;0,005
25/12/2020;75,121;0,162;-9,804;-0,374;6,281;-0,052;6,699;-0,015;-12,518;-0,272;44,305;-0,213;-6,943;0,189;4,007;-0,083;-22,169;0,188;64,102;1,42;-4,678;-0,434;-8,904;-0,324;20,934;-0,836;284,524;-0,435;142,89;-0,181;44,539;-0,204;87,619;-0,986;37,941;-0,466;8,039;-0,041;-2,688;0,083
26/12/2020;75,241;0,12;-10,088;-0,284;6,365;0,084;6,888;0,189;-12,62;-0,102;44,338;0,033;-6,89;0,053;4,057;0,05;-21,965;0,204;64,19;0,088;-4,986;-0,308;-9,049;-0,145;20,45;-0,484;284,366;-0,158;143,027;0,137;44,405;-0,134;86,654;-0,965;37,476;-0,465;8,047;0,008;-2,654;0,034
27/12/2020;75,071;-0,17;-10,118;-0,03;6,308;-0,057;7,527;0,639;-11,824;0,796;44,697;0,359;-6,715;0,175;4,029;-0,028;-21,731;0,234;63,788;-0,402;-5,295;-0,309;-8,803;0,246;20,422;-0,028;284,341;-0,025;142,959;-0,068;44,164;-0,241;85,492;-1,162;37,191;-0,285;8,155;0,108;-2,656;-0,002
28/12/2020;74,869;-0,202;-10,056;0,062;6,052;-0,256;7,278;-0,249;-12,213;-0,389;44,703;0,006;-6,538;0,177;3,821;-0,208;-21,653;0,078;63,62;-0,168;-5,351;-0,056;-9,262;-0,459;19,588;-0,834;284,041;-0,3;142,604;-0,355;43,868;-0,296;84,506;-0,986;36,906;-0,285;8,138;-0,017;-2,616;0,04
29/12/2020;74,893;0,024;-9,886;0,17;5,939;-0,113;6,888;-0,39;-12,812;-0,599;44,665;-0,038;-6,619;-0,081;3,729;-0,092;-21,457;0,196;64,265;0,645;-4,93;0,421;-9,449;-0,187;19,239;-0,349;284,121;0,08;142,686;0,082;43,813;-0,055;84,171;-0,335;36,919;0,013;8,146;0,008;-2,548;0,068
30/12/2020;74,986;0,093;-10,875;-0,989;6,068;0,129;7,61;0,722;-12,522;0,29;44,78;0,115;-6,644;-0,025;3,767;0,038;-21,392;0,065;64,751;0,486;-6,096;-1,166;-9,522;-0,073;19,781;0,542;284,697;0,576;143,088;0,402;43,607;-0,206;83,752;-0,419;36,776;-0,143;8,196;0,05;-2,467;0,081
31/12/2020;75,185;0,199;-10,808;0,067;6,011;-0,057;7,913;0,303;-12,499;0,023;44,866;0,086;-6,435;0,209;3,736;-0,031;-21,237;0,155;65,352;0,601;-5,822;0,274;-9,231;0,291;19,623;-0,158;284,786;0,089;143,015;-0,073;43,828;0,221;83,646;-0,106;36,988;0,212;8,187;-0,009;-2,509;-0,042
01/01/2021;75,192;0,007;-10,592;0,216;5,777;-0,234;7,6;-0,313;-12,157;0,342;45,007;0,141;-6,248;0,187;3,918;0,182;-21,257;-0,02;64,961;-0,391;-5,488;0,334;-8,91;0,321;19,311;-0,312;285,041;0,255;143,03;0,015;43,942;0,114;83,464;-0,182;36,994;0,006;8,202;0,015;-2,659;-0,15
02/01/2021;75,839;0,647;-10,794;-0,202;5,698;-0,079;7,526;-0,074;-12,342;-0,185;45,159;0,152;-6,058;0,19;4,087;0,169;-21,097;0,16;64,854;-0,107;-5,675;-0,187;-9,031;-0,121;19,829;0,518;285,344;0,303;143,425;0,395;43,93;-0,012;84,181;0,717;37,112;0,118;8,086;-0,116;-2,672;-0,013
03/01/2021;76,671;0,832;-10,733;0,061;5,751;0,053;7,68;0,154;-12,231;0,111;45,031;-0,128;-5,812;0,246;4,364;0,277;-21,158;-0,061;64,464;-0,39;-5,755;-0,08;-9,036;-0,005;20,258;0,429;285,896;0,552;143,762;0,337;44,024;0,094;85,147;0,966;37,407;0,295;7,986;-0,1;-2,703;-0,031
04/01/2021;77,381;0,71;-10,362;0,371;5,719;-0,032;7,45;-0,23;-12,529;-0,298;44,844;-0,187;-5,788;0,024;4,409;0,045;-21,169;-0,011;64,491;0,027;-5,299;0,456;-9,126;-0,09;20,119;-0,139;285,947;0,051;143,84;0,078;44,19;0,166;85,946;0,799;37,788;0,381;8,24;0,254;-2,788;-0,085
05/01/2021;77,388;0,007;-10,397;-0,035;5,71;-0,009;7,487;0,037;-12,399;0,13;45,022;0,178;-5,711;0,077;4,438;0,029;-21,177;-0,008;64,709;0,218;-5,332;-0,033;-9,166;-0,04;19,997;-0,122;286,362;0,415;143,943;0,103;44,194;0,004;85,817;-0,129;37,819;0,031;8,247;0,007;-2,803;-0,015
06/01/2021;77,473;0,085;-10,874;-0,477;5,814;0,104;7,753;0,266;-12,41;-0,011;45,376;0,354;-5,64;0,071;4,558;0,12;-21,126;0,051;64,983;0,274;-5,925;-0,593;-9,632;-0,466;20,425;0,428;287,28;0,918;144,183;0,24;43,702;-0,492;85,688;-0,129;37,657;-0,162;8,551;0,304;-2,652;0,151
07/01/2021;77,594;0,121;-11,572;-0,698;6,015;0,201;8,379;0,626;-11,75;0,66;45,534;0,158;-5,599;0,041;4,661;0,103;-21,139;-0,013;63,7;-1,283;-6,94;-1,015;-9,59;0,042;21,332;0,907;287,868;0,588;144,459;0,276;43,265;-0,437;85,679;-0,009;37,573;-0,084;8,58;0,029;-2,459;0,193
08/01/2021;77,687;0,093;-12,029;-0,457;6,185;0,17;9,184;0,805;-10,826;0,924;45,63;0,096;-5,562;0,037;4,854;0,193;-21,081;0,058;62,171;-1,529;-7,807;-0,867;-9,476;0,114;22,466;1,134;288,447;0,579;144,979;0,52;42,881;-0,384;85,837;0,158;37,751;0,178;8,716;0,136;-2,387;0,072
09/01/2021;77,41;-0,277;-11,861;0,168;6,296;0,111;9,413;0,229;-10,261;0,565;45,453;-0,177;-5,631;-0,069;4,815;-0,039;-21,121;-0,04;61,567;-0,604;-7,658;0,149;-8,944;0,532;23,06;0,594;288,25;-0,197;145,366;0,387;43,627;0,746;85,625;-0,212;37,811;0,06;8,978;0,262;-2,354;0,033
10/01/2021;77,179;-0,231;-11,593;0,268;6,435;0,139;9,374;-0,039;-10,075;0,186;45,377;-0,076;-5,6;0,031;4,785;-0,03;-21,202;-0,081;61,23;-0,337;-7,418;0,24;-8,835;0,109;22,893;-0,167;288,17;-0,08;145,386;0,02;43,922;0,295;85,253;-0,372;37,71;-0,101;9,095;0,117;-2,332;0,022
11/01/2021;77,166;-0,013;-11,381;0,212;6,456;0,021;9,215;-0,159;-9,692;0,383;45,274;-0,103;-5,678;-0,078;4,699;-0,086;-21,103;0,099;62,019;0,789;-7,026;0,392;-8,472;0,363;22,57;-0,323;288,12;-0,05;145,405;0,019;44,115;0,193;85,142;-0,111;37,807;0,097;9,124;0,029;-2,337;-0,005
12/01/2021;77,068;-0,098;-11,027;0,354;6,395;-0,061;9,095;-0,12;-10,196;-0,504;45,087;-0,187;-5,585;0,093;4,658;-0,041;-21,118;-0,015;62,72;0,701;-6,393;0,633;-8,495;-0,023;22,364;-0,206;287,86;-0,26;145,26;-0,145;44,328;0,213;85,083;-0,059;37,889;0,082;9,101;-0,023;-2,412;-0,075
13/01/2021;76,982;-0,086;-10,8;0,227;6,24;-0,155;8,809;-0,286;-10,393;-0,197;44,967;-0,12;-5,642;-0,057;3,72;-0,938;-21,267;-0,149;62,889;0,169;-5,983;0,41;-8,478;0,017;22,126;-0,238;287,755;-0,105;144,179;-1,081;44,502;0,174;85,158;0,075;37,848;-0,041;8,858;-0,243;-2,463;-0,051
14/01/2021;77,086;0,104;-10,407;0,393;6,315;0,075;8,728;-0,081;-10,482;-0,089;44,839;-0,128;-5,664;-0,022;3,569;-0,151;-21,31;-0,043;63,208;0,319;-5,663;0,32;-8,525;-0,047;22,013;-0,113;287,665;-0,09;143,928;-0,251;44,603;0,101;85,265;0,107;37,881;0,033;8,854;-0,004;-2,415;0,048
15/01/2021;76,9646;-0,1214;-10,296;0,111;6,3558;0,0408;8,726;-0,002;-10,51;-0,028;44,869;0,03;-5,743;-0,079;3,627;0,058;-21,267;0,043;63,55;0,342;-5,431;0,232;-8,467;0,058;22,189;0,176;287,826;0,161;144,082;0,154;44,556;-0,047;85,134;-0,131;37,9262;0,0452;8,8792;0,0252;-2,3868;0,0282
16/01/2021;76,8432;-0,1214;-9,967;0,329;6,3966;0,0408;9,668;0,942;-9,858;0,652;44,772;-0,097;-5,381;0,362;4,216;0,589;-21,573;-0,306;63,483;-0,067;-5,206;0,225;-8,068;0,399;23,37;1,181;287,499;-0,327;144,259;0,177;44,629;0,073;85,003;-0,131;37,9714;0,0452;8,9044;0,0252;-2,3586;0,0282
17/01/2021;76,7218;-0,1214;-9,961;0,006;6,4374;0,0408;10,027;0,359;-9,856;0,002;44,926;0,154;-5,193;0,188;4,569;0,353;-21,564;0,009;63,668;0,185;-5,198;0,008;-8,032;0,036;24,106;0,736;287,67;0,171;144,496;0,237;44,585;-0,044;84,872;-0,131;38,0166;0,0452;8,9296;0,0252;-2,3304;0,0282
18/01/2021;76,6004;-0,1214;-9,588;0,373;6,4782;0,0408;10,25;0,223;-9,759;0,097;45,173;0,247;-4,941;0,252;4,519;-0,05;-21,301;0,263;63,668;0;-5,06;0,138;-7,942;0,09;24,485;0,379;287,632;-0,038;143,867;-0,629;44,626;0,041;84,741;-0,131;38,0618;0,0452;8,9548;0,0252;-2,3022;0,0282
19/01/2021;76,479;-0,1214;-9,385;0,203;6,519;0,0408;9,927;-0,323;-9,726;0,033;45,087;-0,086;-5,031;-0,09;4,459;-0,06;-21,185;0,116;63,765;0,097;-4,8925;0,1675;-7,872;0,07;24,063;-0,422;287,017;-0,615;143,587;-0,28;44,624;-0,002;84,61;-0,131;38,107;0,0452;8,98;0,0252;-2,274;0,0282
20/01/2021;76,32;-0,159;-9,182;0,203;6,554;0,035;8,919;-1,008;-9,483;0,243;45,007;-0,08;-5,24;-0,209;4,342;-0,117;-21,197;-0,012;63,862;0,097;-4,725;0,1675;-7,803;0,069;23,191;-0,872;286,668;-0,349;143,539;-0,048;44,801;0,177;84,63;0,02;38,323;0,216;9,088;0,108;-2,213;0,061
21/01/2021;76,541;0,221;-9,111;0,071;6,645;0,091;8,741;-0,178;-9,973;-0,49;45,0375;0,0305;-5,367;-0,127;4,394;0,052;-21,1965;0,0005;63,511;-0,351;-4,317;0,408;-7,804;-0,001;22,682;-0,509;286,6545;-0,0135;144,062;0,523;45,052;0,251;84,8155;0,1855;38,3645;0,0415;8,929;-0,159;-2,286;-0,073
22/01/2021;76,731;0,19;-8,857;0,254;6,562;-0,083;7,743;-0,998;-10,74;-0,767;45,068;0,0305;-5,315;0,052;4,263;-0,131;-21,196;0,0005;64,085;0,574;-3,834;0,483;-8,014;-0,21;22,173;-0,509;286,641;-0,0135;143,785;-0,277;45,181;0,129;85,001;0,1855;38,406;0,0415;8,831;-0,098;-2,27;0,016
23/01/2021;76,5;-0,231;-9,176;-0,319;6,512;-0,05;8,351;0,608;-10,681;0,059;45,227;0,159;-5,437;-0,122;4,401;0,138;-20,989;0,207;64,256;0,171;-4,21;-0,376;-8,238;-0,224;22,58;0,407;287,111;0,47;144,305;0,52;44,561;-0,62;84,918;-0,083;38,566;0,16;8,699;-0,132;-2,111;0,159
24/01/2021;76,4026;-0,0974;-9,551;-0,375;6,494;-0,018;8,872;0,521;-10,262;0,419;45,291;0,064;-5,353;0,084;4,774;0,373;-20,926;0,063;63,284;-0,972;-4,958;-0,748;-8,511;-0,273;23,112;0,532;287,441;0,33;144,675;0,37;43,888;-0,673;84,876;-0,042;38,5956;0,0296;8,664;-0,035;-2,1098;0,0012
25/01/2021;76,3052;-0,0974;-9,929;-0,378;6,476;-0,018;9,459;0,587;-10,009;0,253;45,803;0,512;-5,263;0,09;4,884;0,11;-20,702;0,224;62,544;-0,74;-5,713;-0,755;-8,978;-0,467;23,75;0,638;287,813;0,372;144,878;0,203;43,034;-0,854;84,834;-0,042;38,6252;0,0296;8,629;-0,035;-2,1086;0,0012
26/01/2021;76,2078;-0,0974;-9,936;-0,007;6,458;-0,018;9,899;0,44;-9,387;0,622;46,094;0,291;-5,255;0,008;4,214;-0,67;-20,662;0,04;62,546;0,002;-6,051;-0,338;-8,802;0,176;24,333;0,583;287,865;0,052;144,038;-0,84;43,069;0,035;84,792;-0,042;38,6548;0,0296;8,594;-0,035;-2,1074;0,0012
27/01/2021;76,1104;-0,0974;-9,964;-0,028;6,44;-0,018;9,884;-0,015;-9,424;-0,037;46,407;0,313;-5,18;0,075;3,882;-0,332;-20,719;-0,057;63,071;0,525;-5,899;0,152;-8,613;0,189;24,531;0,198;288,127;0,262;143,538;-0,5;43,396;0,327;84,75;-0,042;38,6844;0,0296;8,559;-0,035;-2,1062;0,0012
28/01/2021;76,013;-0,0974;-9,858;0,106;6,422;-0,018;9,817375;-0,066625;-9,4625;-0,0385;46,669;0,262;-5,123;0,057;3,58;-0,302;-20,764;-0,045;63,526;0,455;-5,659;0,24;-8,580875;0,032125;24,46475;-0,06625;288,1295;0,0025;143,57225;0,03425;43,443125;0,047125;84,708;-0,042;38,714;0,0296;8,524;-0,035;-2,105;0,0012
29/01/2021;76,038;0,025;-9,81;0,048;6,375;-0,047;9,75075;-0,066625;-9,501;-0,0385;46,832;0,163;-5,223;-0,1;3,861;0,281;-20,454;0,31;63,813;0,287;-5,476;0,183;-8,54875;0,032125;24,3985;-0,06625;288,132;0,0025;143,6065;0,03425;43,49025;0,047125;85,19;0,482;39,205;0,491;8,527;0,003;-2,074;0,031
30/01/2021;75,967;-0,071;-10,047;-0,237;6,401;0,026;9,684125;-0,066625;-9,5395;-0,0385;46,922;0,09;-4,975;0,248;3,812;-0,049;-20,44;0,014;63,7;-0,113;-5,976;-0,5;-8,516625;0,032125;24,33225;-0,06625;288,1345;0,0025;143,64075;0,03425;43,537375;0,047125;85,582;0,392;39,678;0,473;8,639;0,112;-2,012;0,062
31/01/2021;75,73;-0,237;-10,468;-0,421;6,411;0,01;9,6175;-0,066625;-9,578;-0,0385;46,956;0,034;-4,991;-0,016;3,752;-0,06;-20,485;-0,045;63,502;-0,198;-6,337;-0,361;-8,4845;0,032125;24,266;-0,06625;288,137;0,0025;143,675;0,03425;43,5845;0,047125;85,422;-0,16;39,833;0,155;8,94;0,301;-1,957;0,055
01/02/2021;75,476;-0,254;-10,504;-0,036;6,37;-0,041;9,550875;-0,066625;-9,6165;-0,0385;46,969;0,013;-5,144;-0,153;3,11;-0,642;-20,392;0,093;64,118;0,616;-5,782;0,555;-8,452375;0,032125;24,19975;-0,06625;288,1395;0,0025;143,70925;0,03425;43,631625;0,047125;84,903;-0,519;39,712;-0,121;9,333;0,393;-1,889;0,068
02/02/2021;75,185;-0,291;-10,545;-0,041;6,428;0,058;9,48425;-0,066625;-9,655;-0,0385;46,985;0,016;-5,451;-0,307;3,302;0,192;-20,048;0,344;64,47;0,352;-5,469;0,313;-8,42025;0,032125;24,1335;-0,06625;288,142;0,0025;143,7435;0,03425;43,67875;0,047125;84,813;-0,09;39,7;-0,012;9,3;-0,033;-1,956;-0,067
