day;edam_ecne_eplu;edam_ecne_eplu_1d;edam_ecor_emcn;edam_ecor_emcn_1d;edam_emsg_eplu;edam_emsg_eplu_1d;edam_epdn_ecne;edam_epdn_ecne_1d;edam_epdn_emcn;edam_epdn_emcn_1d;eint_ecpn_emgl;eint_ecpn_emgl_1d;eint_esln_emgl;eint_esln_emgl_1d;eint_esln_espc;eint_esln_espc_1d;emeg_ecpn_emgl;emeg_ecpn_emgl_1d;emfn_ecor_ecri;emfn_ecor_ecri_1d;emfn_ecor_emcn;emfn_ecor_emcn_1d;emfn_emcn_epdn;emfn_emcn_epdn_1d;epdn_ecne_ecpn;epdn_ecne_ecpn_1d;epdn_eint_ecpn;epdn_eint_ecpn_1d;epdn_eint_espc;epdn_eint_espc_1d;epdn_emfn_espc;epdn_emfn_espc_1d;eplu_ecne_ecpn;eplu_ecne_ecpn_1d;eplu_emeg_ecpn;eplu_emeg_ecpn_1d;eplu_emeg_emal;eplu_emeg_emal_1d;eplu_emsg_emal;eplu_emsg_emal_1d
02/03/2020;71,208;0,357;-11,031;-0,416;3,108;0,131;5,672;-0,153;-24,919;-0,343;40,983;0,162;-11,039;0,178;1,165;0,138;-27,196;0,062;47,391;0,934;-4,004;-0,316;-15,369;-0,084;20,436;0,111;282,561;0,251;140,978;0,219;40,527;-0,211;79,864;0,354;32,178;0,113;2,589;0,176;-6,094;0,085
03/03/2020;71,353;0,145;-11,129;-0,098;3,054;-0,054;6,166;0,494;-24,633;0,286;41,415;0,432;-11,074;-0,035;0,985;-0,18;-27,152;0,044;48,141;0,75;-4,029;-0,025;-15,02;0,349;20,129;-0,307;282,89;0,329;140,774;-0,204;40,518;-0,009;79,728;-0,136;32,161;-0,017;2,539;-0,05;-6,109;-0,015
04/03/2020;71,165;-0,188;-10,889;0,24;2,979;-0,075;6,005;-0,161;-24,321;0,312;41,704;0,289;-10,904;0,17;1,448;0,463;-26,841;0,311;47,942;-0,199;-3,716;0,313;-14,609;0,411;19,038;-1,091;282,077;-0,813;140,501;-0,273;40,704;0,186;79,115;-0,613;32,009;-0,152;2,581;0,042;-6,132;-0,023
05/03/2020;70,925;-0,24;-10,853;0,036;2,822;-0,157;5,964;-0,041;-24,103;0,218;42,155;0,451;-10,858;0,046;0,926;-0,522;-26,671;0,17;47,733;-0,209;-3,692;0,024;-14,514;0,095;18,598;-0,44;282,01;-0,067;139,667;-0,834;40,664;-0,04;78,752;-0,363;31,948;-0,061;2,512;-0,069;-6,248;-0,116
06/03/2020;71,37;0,445;-11,008;-0,155;2,865;0,043;6,445;0,481;-22,963;1,14;42,393;0,238;-10,752;0,106;1,077;0,151;-26,632;0,039;46,37;-1,363;-4,399;-0,707;-14,318;0,196;18,629;0,031;282,255;0,245;139,891;0,224;40,252;-0,412;78,903;0,151;31,836;-0,112;2,482;-0,03;-6,069;0,179
07/03/2020;71,32;-0,05;-10,886;0,122;2,739;-0,126;6,345;-0,1;-23,329;-0,366;42,542;0,149;-10,932;-0,18;1,011;-0,066;-26,544;0,088;46,361;-0,009;-3,91;0,489;-14,084;0,234;18,128;-0,501;281,994;-0,261;139,876;-0,015;40,363;0,111;78,742;-0,161;31,808;-0,028;2,517;0,035;-6,1;-0,031
08/03/2020;71,12;-0,2;-10,723;0,163;2,712;-0,027;6,48;0,135;-23,14;0,189;42,743;0,201;-11,097;-0,165;0,976;-0,035;-26,478;0,066;46,625;0,264;-3,591;0,319;-13,744;0,34;18,103;-0,025;281,788;-0,206;139,83;-0,046;40,407;0,044;78,325;-0,417;31,626;-0,182;2,557;0,04;-6,111;-0,011
09/03/2020;70,94;-0,18;-10,566;0,157;2,696;-0,016;6,27;-0,21;-22,623;0,517;42,688;-0,055;-11,145;-0,048;0,938;-0,038;-26,52;-0,042;46,696;0,071;-3,379;0,212;-13,323;0,421;18,209;0,106;281,58;-0,208;139,691;-0,139;40,482;0,075;78,155;-0,17;31,546;-0,08;2,621;0,064;-6,077;0,034
10/03/2020;70,949;0,009;-10,439;0,127;2,755;0,059;6,17;-0,1;-22,636;-0,013;42,422;-0,266;-11,164;-0,019;0,972;0,034;-26,769;-0,249;46,757;0,061;-3,204;0,175;-13,253;0,07;18,766;0,557;281,618;0,038;139,847;0,156;40,663;0,181;78,271;0,116;31,46;-0,086;2,547;-0,074;-6,054;0,023
11/03/2020;71,091;0,142;-10,539;-0,1;2,796;0,041;6,071;-0,099;-22,649;-0,013;41,9;-0,522;-11,221;-0,057;0,925;-0,047;-26,892;-0,123;46,928;0,171;-3,083;0,121;-13,106;0,147;19,134;0,368;281,484;-0,134;140,192;0,345;40,885;0,222;78,601;0,33;31,499;0,039;2,46;-0,087;-6,242;-0,188
12/03/2020;71,135;0,044;-10,656;-0,117;2,799;0,003;5,851;-0,22;-22,801;-0,152;41,583;-0,317;-11,196;0,025;1,139;0,214;-26,83;0,062;46,939;0,011;-3,007;0,076;-13,074;0,032;19,354;0,22;281,377;-0,107;140,402;0,21;41,134;0,249;78,756;0,155;31,415;-0,084;2,347;-0,113;-6,476;-0,234
13/03/2020;71,142;0,007;-10,625;0,031;2,863;0,064;5,447;-0,404;-22,905;-0,104;41,317;-0,266;-11,138;0,058;1,278;0,139;-26,943;-0,113;47,071;0,132;-2,852;0,155;-12,994;0,08;19,271;-0,083;281,173;-0,204;140,588;0,186;41,384;0,25;78,88;0,124;31,488;0,073;2,422;0,075;-6,346;0,13
14/03/2020;71,267;0,125;-10,001;0,624;2,883;0,02;5,219;-0,228;-23,492;-0,587;41,173;-0,144;-11,09;0,048;1,196;-0,082;-27,035;-0,092;47,065;-0,006;-2,263;0,589;-13,337;-0,343;19,428;0,157;281,266;0,093;140,656;0,068;41,558;0,174;79,147;0,267;31,577;0,089;2,478;0,056;-6,278;0,068
15/03/2020;71,412;0,145;-9,793;0,208;2,932;0,049;5,061;-0,158;-23,811;-0,319;40,997;-0,176;-11,138;-0,048;1,216;0,02;-27,058;-0,023;47,159;0,094;-2,133;0,13;-13,617;-0,28;19,415;-0,013;281,226;-0,04;140,844;0,188;41,665;0,107;79,35;0,203;31,677;0,1;2,58;0,102;-6,104;0,174
16/03/2020;71,357;-0,055;-9,836;-0,043;3,017;0,085;5,085;0,024;-23,876;-0,065;40,881;-0,116;-11,096;0,042;1,317;0,101;-27,163;-0,105;47,274;0,115;-2,183;-0,05;-13,65;-0,033;19,557;0,142;281,253;0,027;140,982;0,138;41,789;0,124;79,307;-0,043;31,66;-0,017;2,615;0,035;-6,074;0,03
17/03/2020;71,33;-0,027;-9,812;0,024;3,039;0,022;5,154;0,069;-23,819;0,057;40,807;-0,074;-11,086;0,01;1,354;0,037;-27,214;-0,051;47,343;0,069;-2,224;-0,041;-13,701;-0,051;19,696;0,139;281,301;0,048;141,103;0,121;41,868;0,079;79,298;-0,009;31,656;-0,004;2,61;-0,005;-6,079;-0,005
18/03/2020;71,252;-0,078;-9,804;0,008;3,077;0,038;5,241;0,087;-23,738;0,081;40,784;-0,023;-11,088;-0,002;1,365;0,011;-27,265;-0,051;47,385;0,042;-2,279;-0,055;-13,717;-0,016;19,784;0,088;281,335;0,034;141,217;0,114;41,965;0,097;79,232;-0,066;31,692;0,036;2,723;0,113;-6,019;0,06
19/03/2020;71,263;0,011;-9,812;-0,008;3,096;0,019;5,307;0,066;-23,682;0,056;40,829;0,045;-11,006;0,082;1,464;0,099;-27,184;0,081;47,342;-0,043;-2,341;-0,062;-13,751;-0,034;19,884;0,1;281,494;0,159;141,22;0,003;41,97;0,005;79,268;0,036;31,723;0,031;2,748;0,025;-6,016;0,003
20/03/2020;71,338;0,075;-9,79;0,022;3,172;0,076;5,247;-0,06;-23,595;0,087;40,719;-0,11;-10,974;0,032;1,52;0,056;-27,244;-0,06;47,294;-0,048;-2,385;-0,044;-13,756;-0,005;19,886;0,002;281,448;-0,046;141,293;0,073;42,015;0,045;79,298;0,03;31,637;-0,086;2,699;-0,049;-5,926;0,09
21/03/2020;71,084;-0,254;-9,71;0,08;3,189;0,017;5,312;0,065;-23,589;0,006;40,781;0,062;-10,935;0,039;1,58;0,06;-27,224;0,02;47,364;0,07;-2,442;-0,057;-13,89;-0,134;20,101;0,215;281,607;0,159;141,363;0,07;42,046;0,031;79,038;-0,26;31,642;0,005;2,755;0,056;-5,945;-0,019
22/03/2020;70,789;-0,295;-9,703;0,007;3,207;0,018;5,729;0,417;-23,704;-0,115;40,855;0,074;-11,096;-0,161;1,494;-0,086;-27,219;0,005;47,289;-0,075;-2,4;0,042;-13,93;-0,04;20,86;0,759;281,818;0,211;141,413;0,05;41,889;-0,157;78,803;-0,235;31,674;0,032;2,893;0,138;-5,956;-0,011
23/03/2020;70,536;-0,253;-9,714;-0,011;3,134;-0,073;5,615;-0,114;-23,557;0,147;40,904;0,049;-11,197;-0,101;1,318;-0,176;-27,118;0,101;47,42;0,131;-2,299;0,101;-13,574;0,356;20,171;-0,689;281,377;-0,441;140,947;-0,466;41,964;0,075;78,295;-0,508;31,705;0,031;3,062;0,169;-5,908;0,048
24/03/2020;70,401;-0,135;-9,543;0,171;3,007;-0,127;5,876;0,261;-23,057;0,5;41,022;0,118;-11,01;0,187;1,498;0,18;-27,028;0,09;47,393;-0,027;-2,488;-0,189;-13,677;-0,103;19,876;-0,295;281,227;-0,15;141,063;0,116;41,296;-0,668;77,915;-0,38;31,653;-0,052;3,066;0,004;-5,912;-0,004
25/03/2020;70,339;-0,062;-9,388;0,155;2,883;-0,124;6,088;0,212;-22,468;0,589;40,842;-0,18;-10,927;0,083;2,2;0,702;-27,292;-0,264;48,085;0,692;-2,188;0,3;-13,159;0,518;19,478;-0,398;281,129;-0,098;142,195;1,132;40,77;-0,526;77,666;-0,249;31,549;-0,104;2,839;-0,227;-5,989;-0,077
26/03/2020;70,136;-0,203;-9,495;-0,107;2,881;-0,002;5,852;-0,236;-22,754;-0,286;40,782;-0,06;-10,768;0,159;2,183;-0,017;-27,422;-0,13;48,2;0,115;-1,999;0,189;-13,044;0,115;18,591;-0,887;280,93;-0,199;141,337;-0,858;40,796;0,026;77,234;-0,432;31,237;-0,312;2,785;-0,054;-6,018;-0,029
27/03/2020;70,029;-0,107;-9,499;-0,004;2,926;0,045;5,486;-0,366;-22,251;0,503;40,735;-0,047;-10,355;0,413;2,218;0,035;-27,117;0,305;47,863;-0,337;-2,002;-0,003;-12,559;0,485;17,751;-0,84;280,434;-0,496;140,699;-0,638;40,983;0,187;76,992;-0,242;31,215;-0,022;2,409;-0,376;-5,861;0,157
28/03/2020;69,764;-0,265;-9,515;-0,016;2,887;-0,039;5,611;0,125;-21,797;0,454;40,919;0,184;-10,264;0,091;2,222;0,004;-27,332;-0,215;48,08;0,217;-2,296;-0,294;-12,526;0,033;17,402;-0,349;280,595;0,161;140,415;-0,284;40,784;-0,199;76,378;-0,614;30,964;-0,251;2,651;0,242;-5,719;0,142
29/03/2020;69,774;0,01;-9,583;-0,068;2,904;0,017;5,12;-0,491;-21,509;0,288;40,956;0,037;-10,363;-0,099;2,173;-0,049;-27,404;-0,072;47,922;-0,158;-2,374;-0,078;-12,292;0,234;17,044;-0,358;280,311;-0,284;140,277;-0,138;40,895;0,111;76,303;-0,075;30,802;-0,162;2,719;0,068;-5,679;0,04
30/03/2020;69,931;0,157;-9,752;-0,169;2,998;0,094;4,892;-0,228;-21,353;0,156;40,892;-0,064;-10,708;-0,345;1,935;-0,238;-27,507;-0,103;47,868;-0,054;-2,427;-0,053;-12,042;0,25;17,515;0,471;280,278;-0,033;140,217;-0,06;40,984;0,089;76,623;0,32;30,777;-0,025;2,766;0,047;-5,681;-0,002
31/03/2020;70,151;0,22;-9,719;0,033;3,069;0,071;4,688;-0,204;-21,676;-0,323;40,843;-0,049;-10,774;-0,066;1,781;-0,154;-27,438;0,069;47,835;-0,033;-2,299;0,128;-12,12;-0,078;17,934;0,419;280,18;-0,098;140,095;-0,122;41,131;0,147;77,064;0,441;30,859;0,082;2,791;0,025;-5,628;0,053
01/04/2020;70,507;0,356;-9,87;-0,151;3,127;0,058;5,397;0,709;-21,368;0,308;41,039;0,196;-10,721;0,053;1,821;0,04;-27,341;0,097;47,126;-0,709;-3,098;-0,799;-12,696;-0,576;18,577;0,643;280,757;0,577;140,257;0,162;40,484;-0,647;77,516;0,452;31,098;0,239;2,841;0,05;-5,59;0,038
02/04/2020;70,38;-0,127;-10,033;-0,163;3,182;0,055;5,934;0,537;-21,809;-0,441;41,387;0,348;-10,758;-0,037;1,756;-0,065;-27,188;0,153;47,536;0,41;-3,504;-0,406;-13,299;-0,603;18,986;0,409;281,088;0,331;140,446;0,189;40,03;-0,454;77,458;-0,058;31,25;0,152;3,046;0,205;-5,517;0,073
03/04/2020;70,172;-0,208;-10,145;-0,112;3,235;0,053;6,02;0,086;-21,871;-0,062;41,414;0,027;-10,835;-0,077;1,673;-0,083;-27,194;-0,006;47,594;0,058;-3,46;0,044;-13,209;0,09;19,03;0,044;281,149;0,061;140,407;-0,039;40,26;0,23;77,226;-0,232;31,223;-0,027;3,13;0,084;-5,471;0,046
04/04/2020;70,421;0,249;-10,358;-0,213;3,298;0,063;5,968;-0,052;-21,947;-0,076;41,322;-0,092;-10,922;-0,087;1,653;-0,02;-27,221;-0,027;47,686;0,092;-3,419;0,041;-13,049;0,16;19,126;0,096;281,178;0,029;140,439;0,032;40,476;0,216;77,449;0,223;31,098;-0,125;2,939;-0,191;-5,47;0,001
05/04/2020;70,659;0,238;-10,418;-0,06;3,273;-0,025;5,818;-0,15;-22,157;-0,21;41,47;0,148;-10,891;0,031;1,468;-0,185;-27,181;0,04;47,651;-0,035;-3,37;0,049;-13,145;-0,096;19,142;0,016;281,436;0,258;140,379;-0,06;40,749;0,273;77,821;0,372;31,118;0,02;2,849;-0,09;-5,514;-0,044
06/04/2020;70,776;0,117;-10,463;-0,045;3,299;0,026;5,707;-0,111;-22,315;-0,158;41,489;0,019;-11,025;-0,134;1,31;-0,158;-27,102;0,079;47,673;0,022;-3,264;0,106;-13,141;0,004;19,298;0,156;281,456;0,02;140,394;0,015;40,992;0,243;77,984;0,163;31,128;0,01;2,931;0,082;-5,541;-0,027
07/04/2020;70,825;0,049;-10,465;-0,002;3,306;0,007;5,655;-0,052;-22,5;-0,185;41,448;-0,041;-11,055;-0,03;1,127;-0,183;-27,156;-0,054;47,676;0,003;-3,2;0,064;-13,23;-0,089;19,407;0,109;281,489;0,033;140,342;-0,052;41,204;0,212;78,092;0,108;31,139;0,011;2,985;0,054;-5,542;-0,001
08/04/2020;70,92;0,095;-10,442;0,023;3,331;0,025;5,573;-0,082;-22,592;-0,092;41,504;0,056;-10,95;0,105;1,138;0,011;-27,043;0,113;47,791;0,115;-3,114;0,086;-13,252;-0,022;19,345;-0,062;281,518;0,029;140,345;0,003;41,448;0,244;78,229;0,137;31,185;0,046;3,12;0,135;-5,509;0,033
09/04/2020;71,05;0,13;-10,461;-0,019;3,306;-0,025;5,509;-0,064;-22,687;-0,095;41,399;-0,105;-10,925;0,025;1,186;0,048;-27,126;-0,083;47,768;-0,023;-3,046;0,068;-13,249;0,003;19,347;0,002;281,516;-0,002;140,507;0,162;41,673;0,225;78,453;0,224;31,217;0,032;3,113;-0,007;-5,581;-0,072
10/04/2020;71,298;0,248;-10,417;0,044;3,313;0,007;5,363;-0,146;-22,812;-0,125;41,422;0,023;-10,928;-0,003;1,244;0,058;-27,101;0,025;47,788;0,02;-2,997;0,049;-13,349;-0,1;19,284;-0,063;281,579;0,063;140,726;0,219;41,835;0,162;78,797;0,344;31,263;0,046;3,051;-0,062;-5,655;-0,074
11/04/2020;71,407;0,109;-10,418;-0,001;3,304;-0,009;5,272;-0,091;-22,951;-0,139;41,441;0,019;-10,928;0;1,255;0,011;-27,21;-0,109;47,897;0,109;-2,94;0,057;-13,407;-0,058;19,231;-0,053;281,631;0,052;140,907;0,181;41,962;0,127;78,987;0,19;31,294;0,031;3,052;0,001;-5,636;0,019
12/04/2020;71,421;0,014;-10,442;-0,024;3,31;0,006;5,172;-0,1;-23,003;-0,052;41,504;0,063;-11,007;-0,079;1,219;-0,036;-27,139;0,071;47,911;0,014;-2,968;-0,028;-13,45;-0,043;19,205;-0,026;281,704;0,073;140,945;0,038;42,044;0,082;79,086;0,099;31,39;0,096;3,099;0,047;-5,522;0,114
13/04/2020;71,514;0,093;-10,312;0,13;3,271;-0,039;5,162;-0,01;-23,108;-0,105;41,573;0,069;-10,864;0,143;1,288;0,069;-27,068;0,071;47,684;-0,227;-2,985;-0,017;-13,698;-0,248;19,461;0,256;282,022;0,318;140,82;-0,125;41,994;-0,05;79,395;0,309;31,598;0,208;3,126;0,027;-5,61;-0,088
14/04/2020;71,665;0,151;-10,368;-0,056;3,294;0,023;5,499;0,337;-22,858;0,25;41,748;0,175;-10,686;0,178;1,43;0,142;-26,969;0,099;46,807;-0,877;-3,543;-0,558;-14,09;-0,392;20,006;0,545;282,458;0,436;141,125;0,305;41,68;-0,314;79,75;0,355;31,873;0,275;3,121;-0,005;-5,519;0,091
15/04/2020;71,845;0,18;-10,339;0,029;3,293;-0,001;5,632;0,133;-22,647;0,211;41,752;0,004;-10,691;-0,005;1,084;-0,346;-26,926;0,043;46,771;-0,036;-3,711;-0,168;-14,125;-0,035;20,193;0,187;282,626;0,168;140,754;-0,371;41,612;-0,068;79,989;0,239;32,003;0,13;3,112;-0,009;-5,393;0,126
16/04/2020;71,796;-0,049;-10,375;-0,036;3,298;0,005;5,567;-0,065;-22,794;-0,147;41,628;-0,124;-10,755;-0,064;1,06;-0,024;-26,951;-0,025;47,091;0,32;-3,56;0,151;-14,093;0,032;20,03;-0,163;282,46;-0,166;140,97;0,216;41,674;0,062;79,868;-0,121;31,981;-0,022;3,155;0,043;-5,327;0,066
17/04/2020;71,915;0,119;-10,075;0,3;3,313;0,015;5,587;0,02;-22,866;-0,072;41,57;-0,058;-10,691;0,064;1,176;0,116;-26,911;0,04;47,277;0,186;-3,334;0,226;-14,2;-0,107;20,042;0,012;282,412;-0,048;140,972;0,002;41,735;0,061;79,964;0,096;32,04;0,059;3,165;0,01;-5,252;0,075
18/04/2020;71,89;-0,025;-9,938;0,137;3,338;0,025;5,573;-0,014;-22,945;-0,079;41,662;0,092;-10,853;-0,162;1,153;-0,023;-26,863;0,048;47,376;0,099;-3,114;0,22;-14,124;0,076;19,798;-0,244;282,395;-0,017;141,287;0,315;41,818;0,083;79,784;-0,18;32,003;-0,037;3,183;0,018;-5,098;0,154
19/04/2020;71,887;-0,003;-10,042;-0,104;3,381;0,043;5,325;-0,248;-22,811;0,134;41,576;-0,086;-10,894;-0,041;1,193;0,04;-26,841;0,022;47,73;0,354;-3,06;0,054;-13,852;0,272;19,427;-0,371;282,208;-0,187;141,315;0,028;41,965;0,147;79,692;-0,092;31,981;-0,022;3,212;0,029;-5,166;-0,068
20/04/2020;71,186;-0,701;-10,646;-0,604;2,957;-0,424;4,939;-0,386;-23,686;-0,875;41,546;-0,03;-10,74;0,154;1,424;0,231;-27,015;-0,174;47,71;-0,02;-2,904;0,156;-13,885;-0,033;19,622;0,195;282,172;-0,036;141,392;0,077;42,089;0,124;79,506;-0,186;31,889;-0,092;2,696;-0,516;-5,941;-0,775
21/04/2020;71,536;0,35;-10,27;0,376;2,954;-0,003;4,489;-0,45;-23,991;-0,305;41,514;-0,032;-10,656;0,084;1,054;-0,37;-26,925;0,09;48,29;0,58;-2,371;0,533;-13,764;0,121;18,652;-0,97;281,847;-0,325;140,824;-0,568;42,352;0,263;79,608;0,102;31,984;0,095;2,805;0,109;-5,834;0,107
22/04/2020;71,521;-0,015;-10,071;0,199;2,803;-0,151;4,371;-0,118;-24,719;-0,728;41,759;0,245;-10,515;0,141;1,079;0,025;-26,818;0,107;49,022;0,732;-2,042;0,329;-14,024;-0,26;18,204;-0,448;281,868;0,021;140,672;-0,152;42,263;-0,089;79,458;-0,15;31,99;0,006;2,964;0,159;-5,738;0,096
23/04/2020;71,265;-0,256;-10,209;-0,138;2,867;0,064;4,267;-0,104;-24,308;0,411;41,965;0,206;-10,814;-0,299;0,973;-0,106;-26,598;0,22;48,945;-0,077;-2,037;0,005;-13,587;0,437;18,058;-0,146;281,469;-0,399;140,649;-0,023;42,234;-0,029;79,008;-0,45;31,889;-0,101;3,044;0,08;-5,65;0,088
24/04/2020;71,319;0,054;-10,247;-0,038;2,934;0,067;4,235;-0,032;-24,137;0,171;42,103;0,138;-11,21;-0,396;0,831;-0,142;-26,316;0,282;48,867;-0,078;-1,981;0,056;-13,291;0,296;17,836;-0,222;281,166;-0,303;140,653;0,004;42,224;-0,01;78,828;-0,18;31,857;-0,032;3,041;-0,003;-5,464;0,186
25/04/2020;71,305;-0,014;-10,146;0,101;3,054;0,12;4,449;0,214;-23,93;0,207;41,954;-0,149;-11,314;-0,104;0,889;0,058;-26,396;-0,08;49,023;0,156;-1,98;0,001;-13,263;0,028;17,954;0,118;280,999;-0,167;140,8;0,147;42,237;0,013;78,643;-0,185;31,663;-0,194;3,04;-0,001;-5,421;0,043
26/04/2020;71,574;0,269;-10,135;0,011;3,076;0,022;4,319;-0,13;-23,69;0,24;41,91;-0,044;-11,325;-0,011;0,78;-0,109;-26,459;-0,063;48,977;-0,046;-1,937;0,043;-13,096;0,167;17,62;-0,334;280,962;-0,037;140,579;-0,221;42,18;-0,057;78,785;0,142;31,633;-0,03;3,118;0,078;-5,433;-0,012
27/04/2020;71,961;0,387;-9,847;0,288;3,091;0,015;3,941;-0,378;-24,099;-0,409;41,849;-0,061;-11,207;0,118;0,579;-0,201;-26,484;-0,025;49,039;0,062;-1,559;0,378;-13,176;-0,08;17,07;-0,55;280,695;-0,267;140,004;-0,575;42,131;-0,049;79,025;0,24;31,636;0,003;3,148;0,03;-5,255;0,178
28/04/2020;72,435;0,474;-10,062;-0,215;3,222;0,131;4,452;0,511;-23,95;0,149;41,742;-0,107;-11,042;0,165;0,352;-0,227;-26,374;0,11;49,091;0,052;-2,107;-0,548;-13,479;-0,303;17,614;0,544;280,95;0,255;139,708;-0,296;41,886;-0,245;79,584;0,559;31,847;0,211;3,361;0,213;-5,075;0,18
29/04/2020;72,646;0,211;-10,567;-0,505;3,207;-0,015;4,958;0,506;-23,045;0,905;41,948;0,206;-10,964;0,078;0,55;0,198;-26,229;0,145;48,912;-0,179;-3,176;-1,069;-13,763;-0,284;18,245;0,631;281,255;0,305;140,082;0,374;40,897;-0,989;79,764;0,18;31,818;-0,029;3,347;-0,014;-4,976;0,099
30/04/2020;72,608;-0,038;-10,498;0,069;3,324;0,117;5,11;0,152;-22,814;0,231;41,779;-0,169;-10,808;0,156;0,675;0,125;-26,214;0,015;48,835;-0,077;-3,174;0,002;-13,546;0,217;18,562;0,317;281,066;-0,189;139,945;-0,137;41,202;0,305;79,676;-0,088;31,735;-0,083;3,289;-0,058;-4,981;-0,005
01/05/2020;72,613;0,005;-10,512;-0,014;3,481;0,157;5,552;0,442;-22,361;0,453;41,673;-0,106;-10,835;-0,027;0,356;-0,319;-26,191;0,023;48,476;-0,359;-3,529;-0,355;-13,504;0,042;18,968;0,406;281,096;0,03;139,609;-0,336;41,153;-0,049;79,656;-0,02;31,718;-0,017;3,431;0,142;-4,998;-0,017
02/05/2020;72,774;0,161;-10,375;0,137;3,801;0,32;5,987;0,435;-21,428;0,933;41,471;-0,202;-10,498;0,337;-1,072;-1,428;-26,42;-0,229;47,038;-1,438;-5,363;-1,834;-15,022;-1,518;19,305;0,337;281,241;0,145;137,385;-2,224;39,931;-1,222;79,986;0,33;31,721;0,003;3,426;-0,005;-4,806;0,192
03/05/2020;72,509;-0,265;-10,715;-0,34;3,821;0,02;6,054;0,067;-20,951;0,477;41,442;-0,029;-10,377;0,121;-1,86;-0,788;-26,592;-0,172;46,888;-0,15;-5,637;-0,274;-14,763;0,259;19,416;0,111;281,296;0,055;136,309;-1,076;39,857;-0,074;79,908;-0,078;31,619;-0,102;2,912;-0,514;-4,836;-0,03
04/05/2020;72,382;-0,127;-10,479;0,236;3,767;-0,054;6,055;0,001;-20,825;0,126;41,214;-0,228;-10,346;0,031;-2,076;-0,216;-26,57;0,022;47,172;0,284;-5,245;0,392;-14,479;0,284;19,636;0,22;281,204;-0,092;135,955;-0,354;40,088;0,231;79,866;-0,042;31,688;0,069;2,839;-0,073;-4,87;-0,034
05/05/2020;71,93;-0,452;-10,399;0,08;3,692;-0,075;5,941;-0,114;-20,95;-0,125;40,921;-0,293;-10,403;-0,057;-1,386;0,69;-26,566;0,004;47,521;0,349;-4,842;0,403;-14,125;0,354;19,613;-0,023;280,769;-0,435;136,71;0,755;40,543;0,455;79,45;-0,416;31,62;-0,068;2,869;0,03;-4,981;-0,111
06/05/2020;71,766;-0,164;-10,313;0,086;3,713;0,021;6,311;0,37;-20,853;0,097;40,996;0,075;-10,392;0,011;-0,952;0,434;-26,405;0,161;47,585;0,064;-5,045;-0,203;-14,352;-0,227;20,415;0,802;281,091;0,322;137,244;0,534;40,282;-0,261;79,562;0,112;31,79;0,17;3,142;0,273;-5,022;-0,041
07/05/2020;71,178;-0,588;-10,145;0,168;3,728;0,015;6,634;0,323;-20,91;-0,057;40,898;-0,098;-10,411;-0,019;-0,652;0,3;-26,301;0,104;47,8;0,215;-4,847;0,198;-14,282;0,07;21,104;0,689;281,086;-0,005;137,675;0,431;40,436;0,154;79,222;-0,34;31,849;0,059;3,084;-0,058;-5,157;-0,135
08/05/2020;70,842;-0,336;-10,086;0,059;3,668;-0,06;6,545;-0,089;-21,026;-0,116;40,892;-0,006;-10,473;-0,062;-0,009;0,643;-26,366;-0,065;48,084;0,284;-4,534;0,313;-14,037;0,245;20,78;-0,324;280,834;-0,252;138,679;1,004;40,796;0,36;78,693;-0,529;31,656;-0,193;3,121;0,037;-5,154;0,003
09/05/2020;70,719;-0,123;-10,114;-0,028;3,62;-0,048;6,239;-0,306;-21,082;-0,056;40,858;-0,034;-10,597;-0,124;0,449;0,458;-26,428;-0,062;48,388;0,304;-4,244;0,29;-13,76;0,277;20,303;-0,477;280,638;-0,196;139,459;0,78;41,153;0,357;78,414;-0,279;31,522;-0,134;3,185;0,064;-5,182;-0,028
10/05/2020;70,57;-0,149;-10,004;0,11;3,422;-0,198;5,966;-0,273;-21,83;-0,748;40,925;0,067;-10,447;0,15;0,888;0,439;-26,506;-0,078;48,676;0,288;-4,015;0,229;-14,155;-0,395;20,31;0,007;280,591;-0,047;139,89;0,431;41,222;0,069;78,327;-0,087;31,401;-0,121;3,221;0,036;-5,22;-0,038
11/05/2020;70,575;0,005;-10,724;-0,72;3,428;0,006;5,965;-0,001;-21,853;-0,023;41,028;0,103;-10,287;0,16;1,226;0,338;-26,456;0,05;48,532;-0,144;-4,665;-0,65;-14,218;-0,063;20,524;0,214;280,867;0,276;140,358;0,468;41,222;0;78,407;0,08;31,422;0,021;3,285;0,064;-5,185;0,035
12/05/2020;70,813;0,238;-10,543;0,181;3,439;0,011;6,137;0,172;-21,967;-0,114;41,1;0,072;-10,232;0,055;1,46;0,234;-26,418;0,038;49,171;0,639;-4,507;0,158;-14,331;-0,113;20,641;0,117;281,075;0,208;140,781;0,423;41,194;-0,028;78,503;0,096;31,374;-0,048;3,349;0,064;-5,146;0,039
13/05/2020;70,749;-0,064;-10,704;-0,161;3,21;-0,229;5,922;-0,215;-22,758;-0,791;41,228;0,128;-10,121;0,111;1,772;0,312;-26,489;-0,071;49,214;0,043;-4,607;-0,1;-14,958;-0,627;20,63;-0,011;281,294;0,219;141,098;0,317;41,115;-0,079;78,572;0,069;31,328;-0,046;3,404;0,055;-5,221;-0,075
